DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
209948,209948,UT,Strong,04-Oct-2022,07:46:09,04-Oct-2022,07:45:45
209948,209948,UT,Strong,19-May-2023,11:59:08,19-May-2023,11:46:12
