DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
209948,209948,0.500000,UT,08:00:00 04-Oct-2022,,,,0.0,21.3,Status
209948,209948,0.500000,UT,07:00:00 25-Oct-2022,,,,0.0,26.9,Status
209948,209948,0.500000,UT,07:00:00 31-Oct-2022,,,,0.0,25.4,Status
209948,209948,0.500000,UT,08:00:00 31-Oct-2022,,,,0.0,25.4,Status
209948,209948,0.500000,UT,00:00:00 11-Nov-2022,,,,0.0,24.0,Status
209948,209948,0.500000,UT,20:00:00 19-Nov-2022,,,,0.0,26.0,Status
209948,209948,0.500000,UT,20:00:00 20-Nov-2022,,,,0.0,23.8,Status
209948,209948,0.500000,UT,09:00:00 28-Nov-2022,,,,0.0,27.1,Status
209948,209948,0.500000,UT,11:00:00 29-Nov-2022,,,,0.0,26.9,Status
209948,209948,0.500000,UT,21:00:00 01-Dec-2022,,,,0.0,25.8,Status
209948,209948,0.500000,UT,12:00:00 15-Dec-2022,,,,0.0,27.6,Status
209948,209948,0.500000,UT,21:00:00 20-Dec-2022,,,,0.0,26.9,Status
209948,209948,0.500000,UT,12:00:00 26-Dec-2022,,,,0.0,26.1,Status
209948,209948,0.500000,UT,21:00:00 27-Dec-2022,,,,0.0,27.0,Status
209948,209948,0.500000,UT,10:00:00 06-Jan-2023,,,,0.0,26.2,Status
209948,209948,0.500000,UT,19:00:00 06-Jan-2023,,,,0.0,26.3,Status
209948,209948,0.500000,UT,12:00:00 09-Jan-2023,,,,0.0,27.0,Status
209948,209948,0.500000,UT,09:00:00 10-Jan-2023,,,,0.0,27.0,Status
209948,209948,0.500000,UT,09:00:00 11-Jan-2023,,,,0.0,26.5,Status
209948,209948,0.500000,UT,08:00:00 16-Jan-2023,,,,0.0,26.0,Status
209948,209948,0.500000,UT,07:00:00 23-Jan-2023,,,,0.0,26.9,Status
209948,209948,0.500000,UT,12:00:00 26-Jan-2023,,,,0.0,26.9,Status
209948,209948,0.500000,UT,09:00:00 27-Jan-2023,,,,0.0,27.0,Status
209948,209948,0.500000,UT,00:00:00 29-Jan-2023,,,,0.0,27.3,Status
209948,209948,0.500000,UT,01:00:00 29-Jan-2023,,,,0.0,28.9,Status
209948,209948,0.500000,UT,12:00:00 02-Feb-2023,,,,0.0,27.5,Status
209948,209948,0.500000,UT,10:00:00 21-Feb-2023,,,,0.0,27.3,Status
209948,209948,0.500000,UT,09:00:00 23-Feb-2023,,,,0.0,27.3,Status
209948,209948,0.500000,UT,07:00:00 26-Feb-2023,,,,0.0,27.4,Status
209948,209948,0.500000,UT,12:00:00 08-Mar-2023,,,,0.0,27.1,Status
209948,209948,0.500000,UT,21:00:00 28-Mar-2023,,,,0.0,27.5,Status
209948,209948,0.500000,UT,07:00:00 01-Apr-2023,,,,0.0,27.5,Status
209948,209948,0.500000,UT,12:00:00 02-Apr-2023,,,,0.0,27.8,Status
209948,209948,0.500000,UT,08:00:00 08-Apr-2023,,,,0.0,27.4,Status
209948,209948,0.500000,UT,10:00:00 08-Apr-2023,,,,0.0,27.5,Status
209948,209948,0.500000,UT,21:00:00 17-Apr-2023,,,,0.0,27.0,Status
209948,209948,0.500000,UT,09:00:00 22-Apr-2023,,,,0.0,26.2,Status
209948,209948,0.500000,UT,22:00:00 22-Apr-2023,,,,0.0,26.5,Status
209948,209948,0.500000,UT,19:00:00 23-Apr-2023,,,,0.0,26.3,Status
209948,209948,0.500000,UT,20:00:00 25-Apr-2023,,,,0.0,26.5,Status
209948,209948,0.500000,UT,10:00:00 28-Apr-2023,,,,0.0,26.3,Status
209948,209948,0.500000,UT,12:00:00 28-Apr-2023,,,,0.0,26.0,Status
209948,209948,0.500000,UT,10:00:00 10-May-2023,,,,0.0,24.7,Status
209948,209948,0.500000,UT,10:00:00 18-May-2023,,,,0.0,24.6,Status
209948,209948,0.500000,UT,11:00:00 18-May-2023,,,,0.0,24.6,Status
209948,209948,0.500000,UT,12:00:00 18-May-2023,,,,0.0,24.5,Status
209948,209948,0.500000,UT,11:00:00 19-May-2023,,,,0.0,24.5,Status
209948,209948,0.500000,UT,12:00:00 19-May-2023,,,,0.0,24.5,Status
