DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
209943,209943,UT,Weak,26-Aug-2021,05:31:53,26-Aug-2021,05:28:36
209943,209943,UT,Strong,01-Sep-2021,07:27:04,01-Sep-2021,07:23:29
209943,209943,UT,Strong,05-Mar-2022,23:47:39,05-Mar-2022,23:34:47
