DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
209943,209943,UT,1.00b,81,636,89,2,1385,,,,,15,05:31:53 26-Aug-2021,08:29:06 06-Mar-2022,192,05:31:53 26-Aug-2021,00:00:00 04-Mar-2022,190,,,05:00:00 26-Aug-2021
