DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
132353,132353,,SPOT,,,19:53:36 27-Feb-2015,,B,-24.7717,153.0739,,,,,3200,3.472,,0.188,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,21:25:53 27-Feb-2015,,B,-24.7988,153.0712,,,,,2176,3.472,,0.204,27.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,21:27:57 27-Feb-2015,,B,-24.7988,153.0712,,,,,3200,3.472,,0.196,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,08:33:34 28-Feb-2015,,1,-24.6445,153.1349,,,,,3456,3.472,,0.200,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,08:34:23 28-Feb-2015,,1,-24.6445,153.1349,,,,,3456,3.456,,0.252,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,08:38:46 28-Feb-2015,,1,-24.6445,153.1349,,,,,3456,3.456,,0.232,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,08:44:40 28-Feb-2015,,B,-24.7423,153.1051,,,,,3456,3.408,,0.368,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,19:15:11 28-Feb-2015,,0,-24.6582,153.1049,,,,,3456,3.456,,0.244,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,19:16:44 28-Feb-2015,,0,-24.6582,153.1049,,,,,3456,3.408,,0.396,32.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,19:24:32 28-Feb-2015,,0,-24.6582,153.1049,,,,,3456,3.392,,0.404,23.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,19:55:47 28-Feb-2015,,A,-24.6556,153.1158,,,,,3456,3.408,,0.332,26.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
132353,132353,,SPOT,,,19:59:16 28-Feb-2015,,A,-24.6556,153.1158,,,,,3456,3.408,,0.332,26.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
