DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
222237,222237,UT,Strong,14-Feb-2023,07:41:58,14-Feb-2023,07:35:34
222237,222237,UT,Strong,26-Feb-2024,21:16:52,26-Feb-2024,20:50:16
