DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
222237,222237,0.500000,UT,,,05:56:21 14-Feb-2023,,,,,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,05:57:51 14-Feb-2023,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,06:00:54 14-Feb-2023,,,,,,,,,,,,,30.65,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,06:02:22 14-Feb-2023,,,,,,,,,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,06:12:58 14-Feb-2023,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,06:14:31 14-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,07:32:37 14-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,07:34:07 14-Feb-2023,,,,,,,,,,,,,29.20,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,07:41:58 14-Feb-2023,07:35:34 14-Feb-2023,-383,,,,CRC,,,,758,3.325,,,29.20,,,,,,,,,,,,,,255,1,,0,,,,,,,0,,,1,158,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:37:05 14-Feb-2023,,,,,,,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:38:36 14-Feb-2023,,,,,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,07:40:06 14-Feb-2023,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:41:34 14-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,07:43:04 14-Feb-2023,,,,,,,,,,,,,29.20,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:44:31 14-Feb-2023,,,,,,,,,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:46:01 14-Feb-2023,,,,,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,07:47:29 14-Feb-2023,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,08:48:37 14-Feb-2023,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,09:14:00 14-Feb-2023,,3,-23.8350,151.2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,09:15:30 14-Feb-2023,,3,-23.8350,151.2478,,,,,,,,,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,09:17:02 14-Feb-2023,,3,-23.8350,151.2478,,,,,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,09:18:32 14-Feb-2023,,3,-23.8350,151.2478,,,,,,3.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,09:19:59 14-Feb-2023,,3,-23.8350,151.2478,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:02:07 15-Feb-2023,,0,-23.2667,151.6570,,,,,,,,,30.80,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:08:06 15-Feb-2023,,0,-23.2667,151.6570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,07:09:36 15-Feb-2023,,0,-23.2667,151.6570,,,,,,,,,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:11:08 15-Feb-2023,,0,-23.2667,151.6570,,,,,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:12:38 15-Feb-2023,,0,-23.2667,151.6570,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,07:14:11 15-Feb-2023,,0,-23.2667,151.6570,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:26:16 15-Feb-2023,,0,-23.2918,151.7187,,,,,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,07:34:14 15-Feb-2023,07:27:46 15-Feb-2023,-387,0,-23.2918,151.7187,CRC,,,,879,3.350,,,29.05,,,,,,,,,,,,,,255,1,,0,,,,,,,0,,,1,166,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,07:30:50 15-Feb-2023,,0,-23.2918,151.7187,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,07:32:19 15-Feb-2023,,0,-23.2918,151.7187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,07:36:49 15-Feb-2023,,0,-23.2918,151.7187,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:36:22 15-Feb-2023,,0,-23.3031,151.6861,,,,,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:37:53 15-Feb-2023,,0,-23.3031,151.6861,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:40:56 15-Feb-2023,,0,-23.3031,151.6861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,08:48:54 15-Feb-2023,08:42:26 15-Feb-2023,-387,0,-23.3031,151.6861,CRC,,,,929,3.350,,,27.40,,,,,,,,,,,,,,255,1,,0,,,,,,,0,,,1,169,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:43:55 15-Feb-2023,,0,-23.2756,151.7046,,,,,,,,,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:45:25 15-Feb-2023,,0,-23.2756,151.7046,,,,,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:46:58 15-Feb-2023,,0,-23.2756,151.7046,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,08:48:28 15-Feb-2023,,0,-23.2756,151.7046,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:50:02 15-Feb-2023,,0,-23.2756,151.7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,08:51:32 15-Feb-2023,,0,-23.2756,151.7046,,,,,,,,,27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:54:31 15-Feb-2023,,A,-23.2571,151.6958,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,08:57:33 15-Feb-2023,,A,-23.2571,151.6958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,09:04:57 15-Feb-2023,,B,-23.2760,151.7086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,1.00b,,09:58:50 15-Feb-2023,,0,-23.2997,151.6877,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:00:20 15-Feb-2023,,0,-23.2997,151.6877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,10:01:48 15-Feb-2023,,0,-23.2997,151.6877,,,,,,,,,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:03:18 15-Feb-2023,,0,-23.2997,151.6877,,,,,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:04:48 15-Feb-2023,,0,-23.2997,151.6877,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:16:47 15-Feb-2023,,1,-23.2940,151.7030,,,,,,,,,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:18:17 15-Feb-2023,,1,-23.2940,151.7030,,,,,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,10:21:15 15-Feb-2023,,1,-23.2940,151.7030,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:22:42 15-Feb-2023,,1,-23.2940,151.7030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,10:24:12 15-Feb-2023,,1,-23.2940,151.7030,,,,,,,,,27.85,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:25:41 15-Feb-2023,,1,-23.2940,151.7030,,,,,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:27:11 15-Feb-2023,,1,-23.2940,151.7030,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,,,10:30:12 15-Feb-2023,,2,-23.2941,151.6971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,7311
222237,222237,0.500000,UT,,,10:31:39 15-Feb-2023,,2,-23.2941,151.6971,,,,,,,,,27.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
222237,222237,0.500000,UT,1.00b,,10:37:41 15-Feb-2023,,2,-23.2941,151.6971,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 18-Feb-2023,,,
