DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
222239,222239,0.500000,UT,00:00:00 15-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 19-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 20-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 21-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 23-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 24-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 25-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 26-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 27-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 28-Feb-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 01-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 03-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 04-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 07-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 11-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 12-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 13-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 23-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 25-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 26-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 28-Mar-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 10-Apr-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 12-Apr-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 22-Apr-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 30-May-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 27-Jun-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 28-Jul-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 13-Aug-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 14-Aug-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 22-Aug-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 27-Aug-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 06-Sep-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 07-Sep-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 08-Sep-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 12-Sep-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 19-Sep-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 28-Sep-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 02-Oct-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 04-Oct-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 07-Oct-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 08-Oct-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 20-Oct-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 19-Nov-2023,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 01-Jan-2024,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 03-Jan-2024,,,,0.000000,0.000000,Status,,,
222239,222239,0.500000,UT,00:00:00 05-Jan-2024,,,,0.000000,0.000000,Status,,,
