DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
209944,209944,0.500000,UT,12:00:00 06-May-2021,,,,0.0,20.5,Status
209944,209944,0.500000,UT,08:00:00 07-May-2021,,,,0.0,22.0,Status
209944,209944,0.500000,UT,09:00:00 07-May-2021,,,,0.0,21.9,Status
209944,209944,0.500000,UT,11:00:00 07-May-2021,,,,0.0,22.4,Status
209944,209944,0.500000,UT,22:00:00 03-Oct-2021,,,,0.0,22.0,Status
209944,209944,0.500000,UT,07:00:00 04-Nov-2021,,,,0.0,27.7,Status
209944,209944,0.500000,UT,09:00:00 26-Nov-2021,,,,0.0,28.1,Status
209944,209944,0.500000,UT,22:00:00 30-Nov-2021,,,,0.0,27.5,Status
209944,209944,0.500000,UT,08:00:00 22-Dec-2021,,,,0.0,27.9,Status
209944,209944,0.500000,UT,09:00:00 29-Dec-2021,,,,0.0,26.9,Status
209944,209944,0.500000,UT,07:00:00 08-Jan-2022,,,,0.0,28.8,Status
209944,209944,0.500000,UT,07:00:00 17-Jan-2022,,,,0.0,27.3,Status
209944,209944,0.500000,UT,21:00:00 06-Mar-2022,,,,0.0,27.6,Status
