DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
209944,209944,0.500000,UT,,,12:57:34 05-May-2021,,,,,,,,,,3.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209944,209944,0.500000,UT,,,12:58:19 05-May-2021,,,,,,,,,,,,,23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209944,209944,0.500000,UT,,,11:32:02 06-May-2021,,A,-20.2603,148.9539,,,,,,,,,20.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209944,209944,0.500000,UT,,11:36:48 06-May-2021,11:36:38 06-May-2021,-9,A,-20.2603,148.9539,CRC,,,,700,3.325,,,20.50,,,,,,,,,,,,,,255,1,,0,,,,,,,0,,,,149,,,
209944,209944,0.500000,UT,,,11:41:06 06-May-2021,,A,-20.2603,148.9539,,,,,,,,,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209944,209944,0.500000,UT,1.00b,,12:00:42 06-May-2021,,B,-20.2639,148.9475,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209944,209944,0.500000,UT,,,12:02:12 06-May-2021,,B,-20.2639,148.9475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209944,209944,0.500000,UT,,,12:09:36 06-May-2021,,3,-20.2608,148.9380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209944,209944,0.500000,UT,,,12:11:06 06-May-2021,,3,-20.2608,148.9380,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209944,209944,0.500000,UT,,,12:12:33 06-May-2021,,3,-20.2608,148.9380,,,,,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
