DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
253098,253098,UT,09:50:24 06-Sep-2023,,,2,-22.2748,166.4437,CRC 9.5,09:50:24 06-Sep-2023,Status,73,211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,11:38:47 06-Sep-2023,,,3,-22.2757,166.4420,CRC 3.14,11:38:47 06-Sep-2023,Status,83,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,11:41:36 15-Sep-2023,,,B,-22.0991,167.2084,CRC 67.e2,02:13:55 18-Nov-2023,DSA,12,224,247,33,33,109,10,51,37,175,242,217,118,157,83,223,85,225,151,28,172,136,131,22,84,117,162,34,212,55,184,
253098,253098,UT,18:34:01 15-Sep-2023,,,1,-22.0663,166.9772,CRC (both failed),,,42,229,160,255,169,232,99,96,202,72,193,247,139,239,198,199,0,49,175,110,100,143,135,36,33,33,223,198,151,43,98,
253098,253098,UT,19:47:47 15-Sep-2023,,,B,-22.0492,166.9613,CRC 6.5,19:47:47 15-Sep-2023,Status,70,240,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,19:11:07 16-Sep-2023,,,B,-21.9718,166.8427,CRC 1.7,,,97,234,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,19:15:09 16-Sep-2023,,,B,-21.9718,166.8427,CRC 9.4,19:15:09 16-Sep-2023,Status,41,2,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,06:15:51 18-Sep-2023,,,B,-21.9377,166.8351,CRC 11.5,06:15:51 18-Sep-2023,Status,27,185,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,19:56:02 20-Sep-2023,,,0,-21.8490,166.6948,CRC (both failed),,,42,230,96,238,238,238,238,238,238,238,238,238,0,238,254,178,230,68,110,254,238,14,238,238,238,238,142,238,206,238,141,
253098,253098,UT,19:56:25 20-Sep-2023,,,0,-21.8490,166.6948,CRC (both failed),,,42,230,32,238,238,224,14,238,238,238,238,238,192,6,78,89,100,35,199,254,217,150,218,171,35,219,47,176,97,173,189,
253098,253098,UT,18:42:44 21-Sep-2023,,,2,-21.7848,166.6606,CRC 15.8,18:42:44 21-Sep-2023,Status,95,222,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,18:49:40 21-Sep-2023,,,2,-21.7848,166.6606,CRC 15.10,18:49:40 21-Sep-2023,Status,63,17,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,06:40:22 27-Sep-2023,,,B,-21.8181,166.5812,CRC 15.5,06:40:22 27-Sep-2023,Status,79,35,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,18:21:11 28-Sep-2023,,,B,-21.9070,166.9523,CRC 46.90,19:10:21 30-Sep-2023,Status,69,208,161,245,169,70,206,120,111,76,165,110,251,171,135,30,4,181,59,153,190,0,63,,,,,,,,,
253098,253098,UT,18:21:55 28-Sep-2023,,,B,-21.9070,166.9523,CRC (both failed),,,42,231,96,238,238,224,238,238,238,238,238,238,238,14,238,14,95,0,228,152,100,94,250,90,138,201,150,208,2,163,126,
253098,253098,UT,18:21:11 28-Sep-2023,,,3,-21.8885,166.9704,CRC,,Fast-GPS,197,208,165,253,235,240,206,96,4,126,61,146,65,11,238,173,183,111,98,223,1,239,192,,,,,,,,,
253098,253098,UT,19:49:49 28-Sep-2023,,,1,-21.8737,166.9933,CRC 12.6,19:49:49 28-Sep-2023,Status,12,106,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,19:50:21 28-Sep-2023,,,1,-21.8737,166.9933,CRC 11.4,19:50:21 28-Sep-2023,Status,27,143,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,18:29:37 01-Oct-2023,,,3,-22.3071,167.2404,CRC 15.7,18:29:37 01-Oct-2023,Status,15,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,10:11:48 02-Oct-2023,,,0,-22.4014,167.2046,CRC 12.15,10:11:48 02-Oct-2023,Status,92,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,07:17:54 05-Oct-2023,,,,,,CRC (both failed),,,40,232,96,238,238,238,238,160,206,238,238,238,161,238,238,227,232,64,238,238,230,238,238,14,238,238,224,238,238,238,105,
253098,253098,UT,09:06:59 17-Oct-2023,,,0,-22.7396,167.0490,CRC (both failed),,,42,232,160,238,238,238,224,236,0,33,20,180,92,161,69,233,77,197,68,3,120,110,36,52,62,135,191,6,169,165,148,
253098,253098,UT,09:09:28 17-Oct-2023,,,0,-22.7396,167.0490,CRC 181.214,09:08:28 17-Oct-2023,Status,86,176,165,253,168,70,222,85,104,164,135,30,212,130,187,22,39,255,27,205,0,79,208,,,,,,,,,
253098,253098,UT,08:58:53 27-Oct-2023,,,B,-22.7471,167.4144,CRC (both failed),,,42,234,164,238,238,238,238,222,238,254,238,238,238,238,238,1,234,192,238,238,238,238,238,238,238,238,238,238,238,239,255,
253098,253098,UT,10:11:20 31-Oct-2023,,,,,,CRC (both failed),,,42,233,52,236,253,54,142,108,5,247,164,94,13,254,72,172,104,39,228,1,71,195,42,123,178,154,226,195,127,102,187,
253098,253098,UT,08:43:43 01-Nov-2023,,,0,-22.7597,167.7799,CRC (both failed),,,42,234,192,126,214,254,30,242,246,57,213,29,80,162,59,198,110,93,213,97,12,147,195,35,159,214,8,49,0,222,158,
253098,253098,UT,08:44:43 01-Nov-2023,,,0,-22.7597,167.7799,CRC (both failed),,,42,234,224,238,238,228,206,172,228,175,224,45,11,223,220,3,213,129,221,221,221,221,221,221,221,221,221,221,221,221,254,
253098,253098,UT,18:09:57 01-Nov-2023,,,B,-22.8301,167.6015,CRC 5.1,18:09:57 01-Nov-2023,Status,85,171,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,10:09:50 09-Nov-2023,,,,,,CRC (both failed),,,42,236,192,238,238,238,238,238,238,238,238,238,238,238,239,175,172,160,238,238,126,238,230,238,238,238,230,238,238,238,186,
253098,253098,UT,08:13:41 10-Nov-2023,,,0,-22.7436,166.9786,CRC (both failed),,,42,236,64,238,238,238,238,238,238,238,239,234,204,34,139,50,160,140,100,205,46,238,23,99,17,136,120,129,62,172,161,
253098,253098,UT,08:15:05 10-Nov-2023,,,0,-22.7436,166.9786,CRC (both failed),,,42,236,128,234,239,117,121,188,174,14,206,44,128,185,164,204,71,63,44,29,65,142,205,182,144,197,216,70,93,131,191,
253098,253098,UT,11:39:39 15-Nov-2023,,,B,-22.8559,166.9533,CRC 15.12,11:39:39 15-Nov-2023,Status,15,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,22:07:14 15-Nov-2023,,,B,-22.8668,166.9170,CRC 10.8,22:07:14 15-Nov-2023,Status,106,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,22:07:14 15-Nov-2023,,,B,-22.8845,166.9377,CRC 0.8,22:07:14 15-Nov-2023,Status,96,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253098,253098,UT,11:23:58 20-Nov-2023,,,,,,CRC (both failed),,,42,238,64,238,238,236,238,238,78,206,30,252,156,22,13,194,129,139,139,119,112,159,120,143,24,240,72,112,151,251,123,
253098,253098,UT,19:05:20 26-Nov-2023,,,B,-22.8244,167.0542,CRC 102.120,19:05:20 26-Nov-2023,Status,76,212,207,117,106,126,208,43,3,127,8,43,79,220,226,255,39,245,11,74,204,97,48,,,,,,,,,
