DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
178941,178941,0.500000,UT,,,15:25:00 23-Jun-2019,,A,-26.6814,32.8945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:26:30 23-Jun-2019,,A,-26.6814,32.8945,,,,,,,,,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:27:58 23-Jun-2019,,A,-26.6814,32.8945,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:45:35 23-Jun-2019,,3,-26.6797,32.8953,,,,,,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,1.00a,,15:47:04 23-Jun-2019,,3,-26.6797,32.8953,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:48:32 23-Jun-2019,,3,-26.6797,32.8953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,16:06:12 23-Jun-2019,,3,-26.6788,32.8964,,,,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,1.00a,,16:09:05 23-Jun-2019,,3,-26.6788,32.8964,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,16:11:59 23-Jun-2019,,3,-26.6788,32.8964,,,,,,,,,21.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,16:13:23 23-Jun-2019,,3,-26.6788,32.8964,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,16:14:51 23-Jun-2019,,3,-26.6788,32.8964,,,,,,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,16:17:47 23-Jun-2019,,3,-26.6788,32.8964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,13:31:07 24-Jun-2019,,B,-26.3785,32.9744,,,,,,3.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:09:52 24-Jun-2019,,1,-26.0917,32.9571,,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:11:20 24-Jun-2019,,1,-26.0917,32.9571,,,,,,3.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,1.00a,,15:12:45 24-Jun-2019,,1,-26.0917,32.9571,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:14:13 24-Jun-2019,,1,-26.0917,32.9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:15:41 24-Jun-2019,,1,-26.0917,32.9571,,,,,,,,,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:17:09 24-Jun-2019,,1,-26.0917,32.9571,,,,,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,14:45:15 25-Jun-2019,,B,-26.1189,32.9474,,,,,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,14:46:43 25-Jun-2019,,B,-26.1189,32.9474,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,14:59:56 25-Jun-2019,,2,-26.1193,32.9532,,,,,,,,,21.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:01:24 25-Jun-2019,,2,-26.1193,32.9532,,,,,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178941,178941,0.500000,UT,,,15:02:55 25-Jun-2019,,2,-26.1193,32.9532,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
