DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
175011,175011,0.500000,UT,,,12:22:37 08-Jun-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,12:23:23 08-Jun-2019,,,,,,,,,,,,,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,12:24:08 08-Jun-2019,,,,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,12:42:12 08-Jun-2019,,1,-20.2565,148.7058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,12:42:57 08-Jun-2019,,1,-20.2565,148.7058,,,,,,,,,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,12:44:27 08-Jun-2019,,1,-20.2565,148.7058,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,1.00a,,12:45:13 08-Jun-2019,,1,-20.2565,148.7058,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,05:59:59 11-Jun-2019,,B,-20.2601,148.9502,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,1.00a,,06:00:44 11-Jun-2019,,B,-20.2601,148.9502,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,12:03:12 16-Jun-2019,,,,,,,,,,,,,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,23:07:46 19-Jun-2019,,,,,,,,,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,21:46:35 20-Jun-2019,,,,,,,,,,,,,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,1.00a,,06:42:32 21-Jun-2019,,B,-19.8966,149.5412,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,06:44:42 21-Jun-2019,,B,-19.8966,149.5412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,07:24:10 21-Jun-2019,,B,-19.8340,149.4467,,,,,,,,,23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,,,20:44:44 21-Jun-2019,,A,-19.7874,149.3900,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175011,175011,0.500000,UT,1.00a,,20:47:30 21-Jun-2019,,A,-19.7874,149.3900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
