DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
209945,209945,UT,Weak,08-Mar-2022,07:48:29,08-Mar-2022,07:38:52
209945,209945,UT,Strong,24-Mar-2022,21:27:44,24-Mar-2022,21:17:23
209945,209945,UT,Strong,18-Apr-2022,21:31:36,18-Apr-2022,21:20:09
