DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
252319,252319,0.500000,UT,03:00:00 11-Dec-2023,,,,0.0,28.3,Status
252319,252319,0.500000,UT,13:00:00 10-Jan-2024,,,,0.0,29.5,Status
252319,252319,0.500000,UT,22:00:00 17-Jan-2024,,,,0.0,28.4,Status
252319,252319,0.500000,UT,00:00:00 18-Jan-2024,,,,0.0,28.8,Status
252319,252319,0.500000,UT,23:00:00 18-Jan-2024,,,,0.0,28.5,Status
252319,252319,0.500000,UT,21:00:00 19-Jan-2024,,,,0.0,28.5,Status
252319,252319,0.500000,UT,22:00:00 21-Jan-2024,,,,0.0,28.6,Status
252319,252319,0.500000,UT,23:00:00 23-Jan-2024,,,,0.0,28.0,Status
252319,252319,0.500000,UT,23:00:00 25-Jan-2024,,,,0.0,28.0,Status
252319,252319,0.500000,UT,07:00:00 08-Feb-2024,,,,0.0,29.8,Status
252319,252319,0.500000,UT,11:00:00 10-Feb-2024,,,,0.0,28.2,Status
252319,252319,0.500000,UT,12:00:00 10-Feb-2024,,,,0.0,28.0,Status
252319,252319,0.500000,UT,11:00:00 11-Feb-2024,,,,0.0,27.0,Status
252319,252319,0.500000,UT,01:00:00 15-Feb-2024,,,,0.0,28.5,Status
252319,252319,0.500000,UT,19:00:00 17-Feb-2024,,,,0.0,29.3,Status
252319,252319,0.500000,UT,00:00:00 20-Feb-2024,,,,0.0,29.5,Status
252319,252319,0.500000,UT,12:00:00 20-Feb-2024,,,,0.0,29.0,Status
252319,252319,0.500000,UT,21:00:00 23-Feb-2024,,,,0.0,28.6,Status
252319,252319,0.500000,UT,15:00:00 24-Feb-2024,,,,0.0,28.1,Status
252319,252319,0.500000,UT,08:00:00 27-Feb-2024,,,,0.0,29.0,Status
252319,252319,0.500000,UT,02:00:00 29-Feb-2024,,,,0.0,31.0,Status
252319,252319,0.500000,UT,03:00:00 29-Feb-2024,,,,0.0,30.1,Status
252319,252319,0.500000,UT,03:00:00 01-Mar-2024,,,,0.0,29.9,Status
252319,252319,0.500000,UT,19:00:00 02-Mar-2024,,,,0.0,29.3,Status
252319,252319,0.500000,UT,23:00:00 02-Mar-2024,,,,0.0,29.5,Status
252319,252319,0.500000,UT,02:00:00 09-Mar-2024,,,,0.0,29.9,Status
252319,252319,0.500000,UT,00:00:00 10-Mar-2024,,,,0.0,30.0,Status
252319,252319,0.500000,UT,09:00:00 16-Mar-2024,,,,0.0,28.8,Status
252319,252319,0.500000,UT,21:00:00 17-Mar-2024,,,,0.0,29.3,Status
252319,252319,0.500000,UT,09:00:00 20-Mar-2024,,,,0.0,29.0,Status
252319,252319,0.500000,UT,09:00:00 23-Mar-2024,,,,0.0,29.2,Status
252319,252319,0.500000,UT,08:00:00 24-Mar-2024,,,,0.0,29.3,Status
252319,252319,0.500000,UT,19:00:00 24-Mar-2024,,,,0.0,28.9,Status
252319,252319,0.500000,UT,20:00:00 24-Mar-2024,,,,0.0,29.1,Status
252319,252319,0.500000,UT,22:00:00 24-Mar-2024,,,,0.0,29.4,Status
252319,252319,0.500000,UT,15:00:00 25-Mar-2024,,,,0.0,29.4,Status
252319,252319,0.500000,UT,01:00:00 26-Mar-2024,,,,0.0,30.3,Status
252319,252319,0.500000,UT,02:00:00 26-Mar-2024,,,,0.0,30.1,Status
252319,252319,0.500000,UT,13:00:00 26-Mar-2024,,,,0.0,29.1,Status
252319,252319,0.500000,UT,11:00:00 27-Mar-2024,,,,0.0,29.8,Status
252319,252319,0.500000,UT,02:00:00 30-Mar-2024,,,,0.0,29.5,Status
252319,252319,0.500000,UT,01:00:00 03-Apr-2024,,,,0.0,29.1,Status
252319,252319,0.500000,UT,06:00:00 05-Apr-2024,,,,0.0,29.4,Status
252319,252319,0.500000,UT,12:00:00 06-Apr-2024,,,,0.0,29.1,Status
252319,252319,0.500000,UT,01:00:00 07-Apr-2024,,,,0.0,29.9,Status
252319,252319,0.500000,UT,07:00:00 07-Apr-2024,,,,0.0,29.2,Status
252319,252319,0.500000,UT,13:00:00 08-Apr-2024,,,,0.0,29.0,Status
252319,252319,0.500000,UT,20:00:00 11-Apr-2024,,,,0.0,28.5,Status
252319,252319,0.500000,UT,21:00:00 11-Apr-2024,,,,0.0,28.6,Status
252319,252319,0.500000,UT,07:00:00 14-Apr-2024,,,,0.0,28.9,Status
252319,252319,0.500000,UT,07:00:00 16-Apr-2024,,,,0.0,28.6,Status
