DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
252319,252319,UT,Weak,28-Nov-2023,06:00:00,28-Nov-2023,05:59:33
252319,252319,UT,Strong,11-Dec-2023,03:18:13,11-Dec-2023,03:17:20
252319,252319,UT,Strong,16-Apr-2024,07:09:41,16-Apr-2024,07:04:34
