DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
222236,222236,UT,DS,19,9,1,,,20:29:15 08-Oct-2022,SR,3,-23.2879,151.7034,-23.2879,151.7034,50,,401677685,-120
222236,222236,UT,DS,4,0,0,152,90,20:40:12 08-Oct-2022,NP,3,-23.2915,151.6926,-23.2915,151.6926,56,,401677689,-132
222236,222236,UT,DS,8,1,1,,,21:38:51 08-Oct-2022,NK,3,-23.2868,151.6958,-23.2868,151.6958,58,,401677691,-132
222236,222236,UT,DS,1,0,0,,,21:49:22 08-Oct-2022,MB,B,-23.2905,151.6927,-23.2905,151.6927,6,,401677690,-133
222236,222236,UT,DS,4,0,0,90,90,22:02:15 08-Oct-2022,NN,1,-23.2909,151.6893,-23.2909,151.6893,66,,401677690,-129
222236,222236,UT,DS,8,2,0,,,22:15:51 08-Oct-2022,NP,3,-23.2876,151.7045,-23.2876,151.7045,56,,401677690,-116
222236,222236,UT,DS,6,0,0,89,87,22:44:20 08-Oct-2022,MC,3,-23.2889,151.6971,-23.2889,151.6971,56,,401677692,-113
222236,222236,UT,DS,3,0,0,272,90,23:25:35 08-Oct-2022,MB,A,-23.2907,151.6984,-23.2907,151.6984,8,,401677690,-126
222236,222236,UT,DS,8,0,0,103,90,23:35:25 08-Oct-2022,NN,2,-23.2884,151.6955,-23.2884,151.6955,56,,401677690,-119
222236,222236,UT,DS,7,1,0,,,00:16:57 09-Oct-2022,MC,1,-23.2944,151.7042,-23.2944,151.7042,48,,401677683,-129
222236,222236,UT,DS,5,0,0,90,90,01:19:53 09-Oct-2022,NN,0,-23.2539,151.6846,-23.2539,151.6846,47,,401677699,-128
222236,222236,UT,DS,2,0,0,180,180,19:59:21 09-Oct-2022,SR,B,-23.2906,151.6935,-23.2906,151.6935,,,401677700,-126
222236,222236,UT,DS,4,0,0,120,90,20:29:53 09-Oct-2022,NP,2,-23.2904,151.6972,-23.2904,151.6972,58,,401677698,-132
222236,222236,UT,DS,6,2,0,,,21:19:33 09-Oct-2022,NK,2,-23.2907,151.7042,-23.2907,151.7042,58,,401677698,-126
222236,222236,UT,DS,5,0,0,158,90,22:04:02 09-Oct-2022,NP,1,-23.2761,151.6763,-23.2761,151.6763,48,,401677691,-125
222236,222236,UT,DS,5,0,0,91,90,22:23:40 09-Oct-2022,MC,1,-23.2943,151.7083,-23.2943,151.7083,46,,401677687,-122
222236,222236,UT,DS,2,0,0,90,90,23:08:00 09-Oct-2022,MB,B,-23.2896,151.6949,-23.2896,151.6949,8,,401677689,-127
222236,222236,UT,DS,6,1,0,,,23:32:05 09-Oct-2022,NN,2,-23.2882,151.6975,-23.2882,151.6975,56,,401677692,-127
222236,222236,UT,DS,4,0,1,90,89,23:56:40 09-Oct-2022,MC,1,-23.2900,151.6989,-23.2900,151.6989,56,,401677692,-118
222236,222236,UT,DS,2,0,0,179,179,01:08:30 10-Oct-2022,NN,B,-23.3016,151.7083,-23.3016,151.7083,8,,401677685,-135
