DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
209949,209949,UT,Weak,04-Oct-2022,06:52:06,04-Oct-2022,06:51:41
209949,209949,UT,Strong,09-Oct-2022,22:13:59,09-Oct-2022,22:13:16
209949,209949,UT,Strong,20-Apr-2023,08:44:52,20-Apr-2023,08:34:01
