DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
175019,175019,0.500000,UT,,,07:11:12 13-Dec-2018,,3,-20.2510,148.9506,,,,,,,,,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,,,07:11:57 13-Dec-2018,,3,-20.2510,148.9506,,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,,,07:14:57 13-Dec-2018,,3,-20.2510,148.9506,,,,,,,,,25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,,,07:15:42 13-Dec-2018,,3,-20.2510,148.9506,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,,,07:16:27 13-Dec-2018,,3,-20.2510,148.9506,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,1.00a,,07:17:12 13-Dec-2018,,3,-20.2510,148.9506,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,,,07:17:56 13-Dec-2018,,3,-20.2510,148.9506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,,,07:18:41 13-Dec-2018,,3,-20.2510,148.9506,,,,,,,,,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,,,07:19:26 13-Dec-2018,,3,-20.2510,148.9506,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175019,175019,0.500000,UT,,07:18:19 13-Dec-2018,07:20:11 13-Dec-2018,112,3,-20.2510,148.9506,CRC,,,,382,3.375,,,25.30,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,,35
