DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
146704,146704,,SPOT,,,19:48:25 27-Feb-2015,,,,,,,,,640,3.424,,0.196,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,23:43:02 27-Feb-2015,,,,,,,,,640,3.440,,0.200,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,00:32:05 28-Feb-2015,,,,,,,,,640,3.424,,0.236,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:37:35 01-Mar-2015,,,,,,,,,640,3.440,,0.204,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,22:11:39 01-Mar-2015,,,,,,,,,896,3.440,,0.200,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,23:47:53 01-Mar-2015,,,,,,,,,896,3.424,,0.216,29.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:54:45 02-Mar-2015,,,,,,,,,896,3.376,,0.240,28.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:59:59 02-Mar-2015,,,,,,,,,896,3.440,,0.200,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,23:37:59 02-Mar-2015,,,,,,,,,896,3.392,,0.248,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:35:34 03-Mar-2015,,A,-16.5462,145.7190,,,,,896,3.440,,0.188,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:40:16 03-Mar-2015,,A,-16.5462,145.7190,,,,,896,3.392,,0.292,29.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:43:32 04-Mar-2015,,B,-16.6326,145.7898,,,,,2944,3.408,,0.248,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:44:19 04-Mar-2015,,B,-16.6326,145.7898,,,,,896,3.344,,0.388,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:17:40 05-Mar-2015,,B,-16.6789,145.8338,,,,,896,3.424,,0.204,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:19:31 05-Mar-2015,,B,-16.6789,145.8338,,,,,896,3.408,,0.244,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:40:20 05-Mar-2015,,B,-16.6757,145.8259,,,,,896,3.408,,0.260,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,04:42:21 06-Mar-2015,,B,-16.5245,145.7612,,,,,1152,3.424,,0.196,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:20:12 06-Mar-2015,,B,-16.5183,145.7664,,,,,1152,3.424,,0.200,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,04:30:46 07-Mar-2015,,B,-16.4682,145.7557,,,,,1152,3.392,,0.228,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,15:44:16 07-Mar-2015,,B,-16.6298,145.7522,,,,,1152,3.376,,0.304,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,15:48:07 07-Mar-2015,,B,-16.6298,145.7522,,,,,1152,3.440,,0.212,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,01:08:46 08-Mar-2015,,B,-16.6581,145.7494,,,,,1152,3.424,,0.212,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:24:17 08-Mar-2015,,B,-16.4875,145.7593,,,,,1152,3.408,,0.236,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:51:07 08-Mar-2015,,B,-16.4827,145.7484,,,,,1152,3.440,,0.204,29.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,11:16:10 08-Mar-2015,,B,-16.4728,145.7606,,,,,1152,3.440,,0.188,29.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,13:03:09 10-Mar-2015,,,,,,,,,1408,3.408,,0.200,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,12:42:28 11-Mar-2015,,,,,,,,,1408,3.376,,0.248,28.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,20:25:21 11-Mar-2015,,,,,,,,,1408,3.376,,0.224,27.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:14:38 12-Mar-2015,,A,-16.3826,145.7794,,,,,1408,3.424,,0.220,28.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:21:11 12-Mar-2015,,A,-16.3826,145.7794,,,,,1408,3.440,,0.192,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:58:45 12-Mar-2015,,B,-16.3661,145.7983,,,,,1408,3.408,,0.184,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:27:37 13-Mar-2015,,B,-16.4027,145.7981,,,,,1408,3.424,,0.204,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:19:52 13-Mar-2015,,B,-16.4015,145.7910,,,,,1408,3.456,,0.188,27.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,17:50:04 13-Mar-2015,,B,-16.4115,145.7803,,,,,1408,3.424,,0.192,27.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,16:07:23 14-Mar-2015,,B,-16.4272,145.7468,,,,,1408,3.408,,0.224,26.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:05:16 14-Mar-2015,,B,-16.4189,145.7258,,,,,1408,3.408,,0.220,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:08:04 15-Mar-2015,,B,-16.4598,145.7864,,,,,1408,3.424,,0.204,28.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,18:44:24 15-Mar-2015,,B,-16.4766,145.7839,,,,,1664,3.408,,0.192,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:27:41 16-Mar-2015,,B,-16.4907,145.7721,,,,,1664,3.440,,0.188,28.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,15:43:03 16-Mar-2015,,B,-16.4575,145.7570,,,,,1664,3.392,,0.280,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:00:22 17-Mar-2015,,B,-16.3932,145.7758,,,,,1664,3.392,,0.232,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:20:01 17-Mar-2015,,2,-16.3835,145.9133,,,,,1664,3.408,,0.252,28.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:21:39 17-Mar-2015,,2,-16.3835,145.9133,,,,,1664,3.440,,0.188,32.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:22:53 17-Mar-2015,,2,-16.3835,145.9133,,,,,1664,3.440,,0.192,28.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:24:44 17-Mar-2015,,2,-16.3835,145.9133,,,,,1664,3.440,,0.192,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:27:32 17-Mar-2015,,2,-16.3835,145.9133,,,,,1664,3.408,,0.236,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,05:36:59 19-Mar-2015,,,,,,,,,1664,3.408,,0.216,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:53:11 19-Mar-2015,,0,-16.4724,145.7149,,,,,1664,3.440,,0.184,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:03:52 19-Mar-2015,,0,-16.4724,145.7149,,,,,1664,3.424,,0.224,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:04:53 19-Mar-2015,,0,-16.4724,145.7149,,,,,1664,3.392,,0.256,34.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:05:46 19-Mar-2015,,0,-16.4724,145.7149,,,,,1664,3.440,,0.196,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:31:51 19-Mar-2015,,B,-16.4356,145.7110,,,,,1664,3.424,,0.212,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:33:29 19-Mar-2015,,B,-16.4356,145.7110,,,,,1664,3.424,,0.220,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,09:11:59 19-Mar-2015,,B,-16.4188,145.7293,,,,,1920,3.424,,0.216,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,09:15:51 19-Mar-2015,,B,-16.4188,145.7293,,,,,1920,3.424,,0.220,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:12:50 20-Mar-2015,,B,-16.3479,145.8083,,,,,1920,3.408,,0.260,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,12:47:19 20-Mar-2015,,B,-16.3703,145.8260,,,,,1920,3.392,,0.196,27.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,16:41:17 20-Mar-2015,,B,-16.4455,145.8201,,,,,1920,3.408,,0.220,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,18:54:17 20-Mar-2015,,B,-16.4607,145.8181,,,,,1920,3.360,,0.340,28.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:37:19 20-Mar-2015,,1,-16.4691,145.8121,,,,,1920,3.424,,0.204,16.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:38:12 20-Mar-2015,,1,-16.4691,145.8121,,,,,1920,3.392,,0.284,28.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:38:56 20-Mar-2015,,1,-16.4691,145.8121,,,,,1920,3.424,,0.204,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:39:41 20-Mar-2015,,1,-16.4691,145.8121,,,,,1920,3.424,,0.188,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:40:25 20-Mar-2015,,1,-16.4691,145.8121,,,,,1920,3.424,,0.192,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,10:46:31 21-Mar-2015,,B,-16.5540,145.8616,,,,,1920,3.280,,0.400,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,16:30:29 21-Mar-2015,,B,-16.4021,145.7899,,,,,1920,3.408,,0.192,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,16:34:24 21-Mar-2015,,B,-16.4021,145.7899,,,,,1920,3.408,,0.216,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,05:08:09 22-Mar-2015,,B,-16.3876,145.7755,,,,,1920,3.408,,0.208,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,06:21:50 24-Mar-2015,,,,,,,,,1920,3.344,,0.204,29.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,04:27:58 25-Mar-2015,,B,-16.4026,145.7850,,,,,2176,3.392,,0.212,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,04:32:36 25-Mar-2015,,B,-16.4026,145.7850,,,,,2176,3.408,,0.200,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,15:48:59 25-Mar-2015,,B,-16.3860,145.8012,,,,,2176,3.392,,0.220,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,18:29:45 26-Mar-2015,,,,,,,,,2176,3.376,,0.240,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,07:34:15 27-Mar-2015,,,,,,,,,2176,3.392,,0.236,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:32:14 28-Mar-2015,,B,-16.3099,145.9123,,,,,2432,3.424,,0.192,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:34:23 28-Mar-2015,,B,-16.3099,145.9123,,,,,2432,3.408,,0.212,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,08:55:22 28-Mar-2015,,B,-16.3103,145.9188,,,,,2432,3.392,,0.248,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,12:24:54 29-Mar-2015,,,,,,,,,2432,3.376,,0.740,27.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:30:00 29-Mar-2015,,B,-16.4783,145.8373,,,,,2432,3.408,,0.188,27.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,146704,,SPOT,,,19:30:48 29-Mar-2015,,B,-16.4783,145.8373,,,,,2432,3.408,,0.184,27.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
