DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
227991,227991,UT,08:03:15 15-Feb-2022,Argos,3,-29.0395,167.9459,135,204,88,104,,,,,,
227991,227991,UT,08:49:49 15-Feb-2022,Argos,3,-29.0399,167.9429,146,557,38,76,,,,,,
227991,227991,UT,09:11:16 15-Feb-2022,Argos,A,-29.0359,167.9501,364,941,140,139,,,,,,
227991,227991,UT,10:01:00 15-Feb-2022,Argos,B,-29.0422,167.9528,721,3387,153,72,,,,,,
227991,227991,UT,10:49:39 15-Feb-2022,Argos,3,-29.0399,167.9432,148,590,37,76,,,,,,
227991,227991,UT,10:51:09 15-Feb-2022,Argos,3,-29.0387,167.9464,130,220,76,78,,,,,,
227991,227991,UT,10:51:09 15-Feb-2022,Argos,3,-29.0387,167.9464,130,220,76,78,,,,,,
227991,227991,UT,05:37:55 21-Feb-2022,Argos,B,-29.0404,167.7928,5793,315732,106,91,,,,,,
227991,227991,UT,06:09:59 21-Feb-2022,Argos,0,-29.0291,167.8978,5741,36872,893,113,,,,,,
227991,227991,UT,17:28:36 22-Feb-2022,Argos,B,-29.0277,168.1257,32056,35642,28830,106,,,,,,Lon > 4 deviations from mean
227991,227991,UT,07:15:03 23-Feb-2022,Argos,A,-29.0780,167.9249,3475,21171,570,128,,,,,,
227991,227991,UT,07:15:05 23-Feb-2022,Argos,0,-29.0091,167.9586,6974,40602,1197,33,,,,,,
227991,227991,UT,08:00:09 23-Feb-2022,Argos,B,-29.0555,167.9325,5305,9711,2897,45,,,,,,
227991,227991,UT,08:00:09 23-Feb-2022,Argos,B,-29.0415,167.9423,6930,18348,2617,40,,,,,,
227991,227991,UT,18:39:48 23-Feb-2022,Argos,A,-29.1040,168.0038,10982,115810,1041,106,,,,,,
227991,227991,UT,18:40:07 23-Feb-2022,Argos,A,-29.1002,167.9059,2921,62901,135,65,,,,,,
227991,227991,UT,18:50:06 23-Feb-2022,Argos,B,-29.0970,167.9110,2407,12214,474,66,,,,,,
227991,227991,UT,05:43:41 24-Feb-2022,Argos,B,-29.1771,167.8549,4156,6169,2799,72,,,,,,
227991,227991,UT,07:03:51 24-Feb-2022,Argos,B,-29.0770,167.8981,3526,8616,1443,74,,,,,,
227991,227991,UT,10:38:42 24-Feb-2022,Argos,B,-29.0530,167.9002,4015,7990,2017,74,,,,,,
227991,227991,UT,08:34:33 25-Feb-2022,Argos,B,-29.0622,167.9036,5089,24833,1042,69,,,,,,
227991,227991,UT,17:33:42 25-Feb-2022,Argos,B,-28.9951,167.9787,5768,14568,2283,75,,,,,,
227991,227991,UT,20:08:04 25-Feb-2022,Argos,B,-28.9935,167.9922,5178,14715,1822,88,,,,,,
227991,227991,UT,20:50:18 25-Feb-2022,Argos,B,-29.0000,167.9499,3910,4612,3315,112,,,,,,
227991,227991,UT,08:24:38 26-Feb-2022,Argos,B,-28.9776,167.9433,5163,5939,4488,80,,,,,,
227991,227991,UT,10:01:55 26-Feb-2022,Argos,2,-28.9942,167.9052,415,646,267,0,,,,,,
227991,227991,UT,10:01:55 26-Feb-2022,Argos,2,-28.9941,167.9060,283,393,203,149,,,,,,
227991,227991,UT,10:24:02 26-Feb-2022,Argos,A,-28.9957,167.8963,1771,8207,382,94,,,,,,
227991,227991,UT,10:24:02 26-Feb-2022,Argos,A,-28.9963,167.9004,1837,8397,401,93,,,,,,
227991,227991,UT,11:04:28 26-Feb-2022,Argos,B,-28.9944,167.8923,2709,14755,497,138,,,,,,
227991,227991,UT,18:06:47 26-Feb-2022,Argos,B,-29.0096,167.8576,6279,11421,3451,63,,,,,,
227991,227991,UT,08:06:57 27-Feb-2022,Argos,B,-28.9923,167.7811,4026,5577,2906,112,,,,,,
227991,227991,UT,19:09:03 27-Feb-2022,Argos,B,-29.0228,167.7611,5468,15261,1959,90,,,,,,
227991,227991,UT,12:01:48 06-Mar-2022,Argos,B,-28.8889,167.8072,6489,122248,344,57,,,,,,
227991,227991,UT,08:21:54 07-Mar-2022,Argos,0,-28.9855,167.8768,13648,261963,711,48,,,,,,
227991,227991,UT,09:54:47 07-Mar-2022,Argos,B,-28.9675,167.8861,10304,60652,1750,51,,,,,,
227991,227991,UT,07:28:12 08-Mar-2022,Argos,B,-28.8770,167.9325,8016,11954,5374,106,,,,,,
227991,227991,UT,09:15:40 08-Mar-2022,Argos,B,-28.9136,167.9065,6225,60892,636,99,,,,,,
