DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
209117,209117,UT,Strong,21-Feb-2021,10:52:01,21-Feb-2021,10:49:55
209117,209117,UT,Strong,23-Mar-2021,06:39:09,23-Mar-2021,06:34:59
