,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
146708,05-Aug-2015,00:25:13,1,-761.000000,,,0,5,-16.8973,146.1256,00:12:31.04 05-Aug-2015,FastGPS,-16.8973,146.1256,,,1.6,-1.0,,,,15,22,2501,,,38,27,14933,,,,31,19916,,,,19,28192,,,,14,25992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,10-Aug-2015,01:12:43,1,-780.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.5842,146.1248,,,0.5,-1.2,,,,15,11,28285,,,,1,9861,,,,31,30398,,,,32,14916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,11-Aug-2015,19:46:58,1,-787.000000,,,0,7,-16.7402,146.2303,19:33:49 11-Aug-2015,FastGPS,-16.7402,146.2303,,,7.3,-2.0,,,,15,15,22036,,,42,20,6725,,,,21,23942,,,,25,19170,,,,29,16576,,,,14,450,,,,16,27570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,15-Aug-2015,16:03:59,2,-801.000000,,,0,6,-16.5179,146.0979,15:50:37.07 15-Aug-2015,FastGPS,-16.5179,146.0979,,,10.6,-0.9,,,,15,29,17742,,,,2,7237,,,,12,6476,,,,20,28864,,,,15,9384,,,43,25,11694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,22-Aug-2015,14:22:18,1,-827.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.4618,146.0020,,,0.4,-0.7,,,,15,5,31452,,,43,12,29518,,,,15,28743,,,,20,25798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,24-Aug-2015,16:17:17,1,-834.000000,,,0,6,-16.4276,146.0349,16:03:20.89 24-Aug-2015,FastGPS,-16.4276,146.0349,,,14.3,-2.1,,,,15,21,14049,,,41,25,16766,,,,18,29304,,,,31,26374,,,,24,29568,,,,29,17754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,25-Aug-2015,02:30:55,1,-836.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.4467,146.0641,,,0.4,-2.5,,,,15,23,9738,,,,11,31364,,,,3,10250,,,,4,31125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,02-Sep-2015,01:30:57,1,-866.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.8184,146.1412,,,0.7,-0.4,,,,15,16,14989,,,,26,21887,,,,23,5477,,,,1,25923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,04-Sep-2015,17:03:06,1,-876.000000,,,0,6,-16.6221,146.1229,16:48:28.12 04-Sep-2015,FastGPS,-16.6221,146.1229,,,1.4,-1.9,,,,15,15,1265,,,40,26,29038,,,,18,5162,,,,21,10236,,,,25,14448,,,,22,15554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,06-Sep-2015,03:55:32,1,-881.000000,,,0,7,-16.4822,145.9369,03:40:50.03 06-Sep-2015,FastGPS,-16.4822,145.9369,,,11.7,-1.0,,,,15,1,2600,,,41,8,32055,,,,19,20956,,,,32,30479,,,,11,26154,,,,16,13416,,,,30,15224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,19-Sep-2015,00:23:37,2,-929.000000,,,0,3,,,,,,,,,,,,,,15,31,32090,,,42,32,5074,,,,4,21732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,20-Sep-2015,02:36:29,1,-933.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,,,,,,,,,,15,10,22300,,,,27,32219,,,,30,11094,,,,7,11848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,30-Sep-2015,20:28:00,2,-973.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,,,,,,,,,,15,31,30853,,,41,10,176,,,,27,23920,,,,14,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,01-Oct-2015,21:01:43,1,-977.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.7135,146.2323,,,0.2,-0.5,,,,15,14,7622,,,,22,27089,,,,27,25660,,,,4,28153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,02-Oct-2015,16:33:49,1,-980.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.5245,146.1281,,,0.3,0.5,,,,15,16,6597,,,,22,7464,,,,15,26162,,,,21,17779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,03-Oct-2015,17:12:07,1,-984.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,,,,,,,,,,15,27,9345,,,,10,22408,,,,16,9063,,,,21,25821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,07-Oct-2015,06:22:01,2,-997.000000,,,0,5,-16.5032,146.1499,06:05:23.42 07-Oct-2015,FastGPS,-16.5032,146.1498,,,21.9,-0.6,,,,15,5,12400,,,41,6,6918,,,,17,19117,,,,9,3781,,,,13,31684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,11-Oct-2015,02:30:50,1,-1011.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.5967,145.7680,,,0.7,-1.0,,,,15,3,28776,,,,28,13328,,,,7,23786,,,,8,15489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,13-Oct-2015,08:56:06,1,-1020.000000,,,0,6,-16.7912,146.0403,08:39:05.63 13-Oct-2015,FastGPS,-16.7912,146.0403,,,6.4,-0.4,,,,15,17,28445,,,43,13,15477,,,,12,29404,,,,15,30956,,,,2,7774,,,,24,30068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,14-Oct-2015,19:57:41,1,-1025.000000,,,0,8,-16.6588,145.9637,19:40:33.99 14-Oct-2015,FastGPS,-16.6588,145.9637,,1,8.2,-2.0,,,,15,8,18712,,,,10,10709,,,,11,5640,,,,14,2684,,,,22,27048,,,,27,17552,,,,32,13492,,,,4,11018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,22-Oct-2015,09:03:18,1,-1053.000000,,,0,5,-16.6966,146.0542,08:45:43.77 22-Oct-2015,FastGPS,-16.6966,146.0542,,,3.4,-1.2,,,,15,5,15407,,,41,6,23639,,,,28,5059,,,,15,13835,,,,24,7298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,31-Oct-2015,19:03:50,1,-1088.000000,,,0,5,-16.5750,145.9343,18:45:41.13 31-Oct-2015,FastGPS,-16.5750,145.9343,,,17.2,-0.9,,,,15,11,19161,,,39,4,23537,,,,32,30184,,,,1,21464,,,,18,28088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,01-Nov-2015,19:49:16,1,-1092.000000,,,0,8,-16.4347,146.0365,19:31:03.44 01-Nov-2015,FastGPS,-16.4347,146.0365,,,8.7,-0.6,,,,15,8,10372,,,,14,30027,,,,1,23312,,,,23,7922,,,,32,29860,,,,11,24298,,,,3,26092,,,,19,27238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,04-Nov-2015,03:17:34,1,-1101.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.1698,145.9273,,,0.9,0.0,,,,15,9,4016,,,39,8,1230,,,,5,20435,,,,17,22408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,05-Nov-2015,00:37:24,1,-1104.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.1811,145.9166,,,0.4,-12.0,,,,15,7,9635,,,,8,16142,,,,27,1346,,,,30,8845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,07-Nov-2015,13:09:27,1,-1114.000000,,,0,6,-16.4233,146.0939,12:50:53.2 07-Nov-2015,FastGPS,-16.4233,146.0939,,,11.2,0.2,,,,15,21,12084,,,38,18,6064,,,,29,31306,,,,15,20806,,,,20,16322,,,,26,30904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,13-Nov-2015,02:13:36,1,-1134.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,,,,,,,,,,15,10,5965,,,38,5,15084,,,,17,12242,,,,23,10752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,15-Nov-2015,19:14:39,1,-1144.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.4747,145.9932,,,0.6,0.0,,,,15,31,5886,,,,1,19371,,,,11,17880,,,,32,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,19-Nov-2015,07:29:11,1,-1157.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.3200,146.0707,,,0.1,0.6,,,,15,5,13172,,,,2,6056,,,,24,8373,,,,20,4862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,09-Dec-2015,06:18:37,1,-1232.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.6902,146.0715,,,1.9,1.4,,,,15,12,32630,,,,6,16460,,,,5,24499,,,,13,9152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,11-Dec-2015,00:23:06,1,-1238.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.7102,146.0781,,,0.1,-2.7,,,,15,7,21014,,,39,5,8454,,,,11,4498,,,,28,24938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,13-Dec-2015,21:35:16,1,-1249.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.3342,146.0433,,,0.3,1.0,,,,15,23,7348,,,,7,22284,,,,3,17337,,,,9,9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,14-Dec-2015,20:19:17,1,-1253.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.3546,145.8542,,,0.4,1.9,,,,15,7,22915,,,37,23,2837,,,,16,9526,,,,26,6932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,22-Dec-2015,00:12:47,1,-1279.000000,,,0,5,-15.3227,145.6711,23:51:28.88 21-Dec-2015,FastGPS,-15.3227,145.6711,,,23.0,0.9,,,,15,9,16066,,,40,5,18078,,,,23,8578,,,,13,23304,,,,17,5246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,01-Jan-2016,00:51:05,1,-1317.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-14.8059,152.7832,,,2.0,-16.3,,,,15,19,11176,,,,6,9394,,,,9,31314,,,,7,22978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,03-Jan-2016,13:26:03,1,-1326.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-12.6323,151.1419,,,17591.0,-7.4,,,,15,22,32102,,,39,8,26498,,,,10,30068,,,,21,18376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,02-Feb-2016,20:29:46,1,-1439.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-22.3749,143.7235,,,0.9,-26.9,,,,15,5,2814,,,,9,30864,,,,23,13436,,,,17,22848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,13-Feb-2016,23:37:08,1,-1481.000000,,,0,8,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-21.7910,143.0520,,4,375.0,30.0,,,,15,12,23602,,,,30,3388,,,,2,15356,,,,15,15470,,,,17,21138,,,,24,7230,,,,32,19934,,,,13,16684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,24-Feb-2016,03:44:49,1,-1521.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-22.0077,149.5376,,,1528.6,30.0,,,,15,5,2904,,,,18,24398,,,,15,17083,,,,24,3836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,05-Mar-2016,15:13:13,1,-1562.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-12.6584,140.8323,,,3713.1,10.9,,,,15,9,5726,,,,7,9828,,,,30,8691,,,,1,15424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,13-Mar-2016,00:28:31,1,-1592.000000,,,0,5,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-18.1939,144.0147,,1,0.1,-0.9,,,,15,2,8292,,,40,12,28109,,,,5,5468,,,,24,16400,,,,6,24206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,19-Mar-2016,00:20:04,1,-1615.000000,,,0,5,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-14.3643,140.7573,,1,1037.5,-4.6,,,,15,2,28186,,,41,25,22250,,,,6,21751,,,,12,22968,,,,29,24208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,19-Mar-2016,12:30:11,1,-1617.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.7197,139.8896,,,1.7,3.1,,,,15,7,10388,,,,9,27454,,,,11,17163,,,,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,27-Mar-2016,21:31:39,1,-1650.000000,,,0,5,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-21.1294,150.4797,,1,1.7,11.0,,,,15,2,27011,,,39,15,15502,,,,6,17264,,,,12,21062,,,,13,10892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,05-Apr-2016,21:33:21,1,-1686.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-12.8901,141.6662,,,0.5,0.7,,,,15,13,2814,,,,15,11164,,,,12,29570,,,,24,29158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,10-Apr-2016,04:50:26,1,-1703.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,,,,,,,,,,15,10,23005,,,,18,11820,,,,4,17977,,,,26,21426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,16-Apr-2016,03:22:19,1,-1727.000000,,,0,6,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-16.8669,144.6301,,2,9505.3,-33.8,,,,15,10,12150,,,44,4,14524,,,,26,8505,,,,20,13100,,,,15,30372,,,,21,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,20-Apr-2016,23:05:46,1,-1746.000000,,,0,5,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-18.5800,148.5647,,1,1221.7,11.4,,,,15,2,8037,,,39,12,23637,,,,25,26346,,,,5,30014,,,,29,29606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,26-Apr-2016,14:56:04,2,-1768.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-12.4166,146.4187,,,7856.3,7.1,,,,15,28,23843,,,39,7,29592,,,,30,9146,,,,9,2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,06-May-2016,15:42:05,1,-1808.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-10.8791,148.3879,,,3463.6,-19.7,,,,15,13,5296,,,,17,25961,,,,19,19154,,,,28,21008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,14-May-2016,01:14:02,1,-1837.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-15.2612,147.5952,,,0.3,1.3,,,,15,10,4086,,,38,32,10180,,,,15,32463,,,,21,31196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,18-May-2016,03:41:37,1,-1853.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-19.3128,151.8330,,,13.5,28.6,,,,15,21,13058,,,,10,11756,,,,18,17716,,,,31,30187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,19-May-2016,05:06:18,1,-1857.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-13.5789,141.0379,,,201.4,23.5,,,,15,31,25541,,,,27,17390,,,,22,23891,,,,11,17774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,21-May-2016,07:59:11,1,-1866.000000,,,0,4,-16.5993,146.1917,20:03:07 08-Aug-2015,NK,-13.2909,141.0389,,,50.9,21.1,,,,15,1,13377,,,,11,3223,,,,22,6683,,,,23,10332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,24-May-2016,22:20:28,1,-1880.000000,,,0,6,-13.6203,141.2267,21:49:09.7 24-May-2016,FastGPS,-13.6203,141.2267,,,6.9,1.7,,,,15,25,5249,,,40,21,23197,,,,29,21620,,,,12,8234,,,,18,15310,,,,20,26638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,25-May-2016,23:57:55,1,-1884.000000,,,0,4,-13.2909,141.0389,07:28:26.1 21-May-2016,FastGPS,-13.3414,140.9730,,,0.6,0.1,,,,15,15,6085,,,,20,15914,,,,29,20130,,,,10,18229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,30-May-2016,08:16:54,1,-1901.000000,,,0,4,-13.2909,141.0389,07:28:26.1 21-May-2016,FastGPS,-13.7030,141.1142,,,0.6,0.8,,,,15,22,5482,,,,3,4199,,,,23,8275,,,,7,13259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,31-May-2016,20:51:18,1,-1907.000000,,,0,5,-13.3970,141.3421,20:19:31.17 31-May-2016,FastGPS,-13.3970,141.3421,,,5.8,0.2,,,,15,12,14557,,,41,20,20517,,,,15,4529,,,,2,18058,,,,5,14520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,07-Jun-2016,11:55:10,1,-1934.000000,,,0,4,-13.2909,141.0389,07:28:26.1 21-May-2016,FastGPS,-13.3782,141.1436,,,0.5,0.6,,,,15,23,5290,,,42,17,12282,,,,28,19664,,,,7,25232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,09-Jun-2016,10:11:33,1,-1941.000000,,,0,0,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,11-Jun-2016,03:25:45,1,-1948.000000,,,0,4,-13.2909,141.0389,07:28:26.1 21-May-2016,FastGPS,-13.9800,141.2843,,,0.9,-0.5,,,,15,31,3617,,,39,27,584,,,,32,15277,,,,11,23178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,01-Jul-2016,04:21:34,1,-2031.000000,,,0,4,-13.2909,141.0389,07:28:26.1 21-May-2016,FastGPS,-12.6721,143.7992,,,0.2,1.4,,,,15,11,3769,,,,23,14982,,,,1,10635,,,,22,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,17-Jul-2016,21:54:34,1,-2101.000000,,,0,4,-13.2909,141.0389,07:28:26.1 21-May-2016,FastGPS,,,,,,,,,,15,10,30757,,,,32,2854,,,,4,27719,,,,15,24359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,24-Jul-2016,09:01:35,1,-2128.000000,,,0,4,-13.2909,141.0389,07:28:26.1 21-May-2016,FastGPS,-12.8632,139.3371,,,1.1,-25.7,,,,15,23,24476,,,,9,20594,,,,17,24430,,,,5,7746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,26-Jul-2016,02:45:08,1,-2136.000000,,,0,4,-13.2909,141.0389,07:28:26.1 21-May-2016,FastGPS,-16.6466,145.9666,,,46.1,3.4,,,,15,23,19551,,,,31,18340,,,,3,6212,,,,22,13720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,06-Aug-2016,02:46:50,1,-2182.000000,,,0,4,-16.6466,145.9666,02:09:35.43 26-Jul-2016,FastGPS,,,,,,,,,,15,23,24856,,,,31,23457,,,,4,16552,,,,26,8350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,08-Aug-2016,08:44:59,1,-2191.000000,,,0,4,-16.6466,145.9666,02:09:35.43 26-Jul-2016,FastGPS,-16.6858,145.9608,,,0.6,0.3,,,,15,30,31445,,,37,7,16364,,,,13,26397,,,,11,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,28-Aug-2016,00:12:16,1,-2273.000000,,,0,6,-16.5735,146.1438,23:34:24.29 27-Aug-2016,FastGPS,-16.5734,146.1439,,,8.5,1.3,,,,15,11,5858,,,40,1,14861,,,,23,6176,,,,22,3758,,,,31,16392,,,,3,27578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
