,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
146708,07-May-2015,12:52:39,1,-432.000000,,,0,6,,,,,,,,,,,,,,15,10,16418,,,40,30,24372,,,,7,9732,,,,23,27289,,,,9,5430,,,,11,29308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,19-May-2015,16:15:47,1,-476.000000,,,0,5,,,,,,,,,,,,,,15,30,22330,,,41,6,12320,,,,7,5975,,,,17,9820,,,,13,32388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,20-May-2015,03:05:14,2,-478.000000,,,0,5,,,,,,,,,,,,,,15,18,2364,,,39,21,25027,,,,29,24856,,,,15,17239,,,,22,6766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,21-May-2015,03:56:48,1,-481.000000,,,0,6,,,,,,,,,,,,,,15,18,16529,,,38,21,9719,,,,19,24840,,,,22,18896,,,,31,30526,,,,8,3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,22-May-2015,13:02:38,1,-486.000000,,,0,5,,,,,,,,,,,,,,15,9,27384,,,41,23,14949,,,,17,6460,,,,7,26684,,,,28,28496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,28-May-2015,02:21:36,1,-507.000000,,,0,7,,,,,,,,,,,,,,15,15,704,,,44,21,6830,,,,29,15338,,,,24,11269,,,,27,32516,,,,18,30338,,,,14,10654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,31-May-2015,11:02:59,1,-519.000000,,,0,5,,,,,,,,,,,,,,15,28,32459,,,42,30,30708,,,,7,4637,,,,6,194,,,,10,30708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,02-Jun-2015,07:07:07,1,-526.000000,,,0,4,,,,,,,,,,,,,,15,16,25361,,,,8,25108,,,,19,29360,,,,22,17662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,12-Jun-2015,08:22:31,1,-562.000000,,,0,5,,,,,,,,,,,,,,15,26,31270,,,42,16,86,,,,8,27675,,,,4,5202,,,,32,28052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,20-Jun-2015,20:08:12,1,-594.000000,,,0,7,,,,,,,,,,,,,,15,15,1875,,,42,24,14910,,,,21,14937,,,,29,25738,,,,2,25914,,,,12,13180,,,,20,28228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,29-Jun-2015,12:52:41,1,-625.000000,,,0,5,,,,,,,,,,,,,,15,30,7486,,,41,7,26185,,,,5,15486,,,,17,13138,,,,28,20636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,01-Jul-2015,20:43:30,1,-634.000000,,,0,4,,,,,,,,,,,,,,15,15,22966,,,,13,31330,,,,5,21062,,,,29,27364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,02-Jul-2015,04:39:32,2,-635.000000,,,0,4,,,,,,,,,,,,,,15,31,31135,,,,4,16466,,,,22,14013,,,,26,29985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,07-Jul-2015,01:54:27,1,-653.000000,,,0,4,,,,,,,,,,,,,,15,22,31397,,,,27,8126,,,,4,12712,,,,18,26427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,13-Jul-2015,20:24:53,1,-678.000000,,,0,4,,,,,,,,,,,,,,15,12,17012,,,,18,339,,,,15,30906,,,,25,27005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,20-Jul-2015,00:41:28,1,-702.000000,,,0,4,,,,,,,,,,,,,,15,31,6836,,,,22,23042,,,,26,31083,,,,21,13578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,23-Jul-2015,09:22:43,1,-714.000000,,,0,6,,,,,,,,,,,,,,15,7,21234,,,45,30,17478,,,,23,20698,,,,19,4008,,,,5,21058,,,,17,16498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,26-Jul-2015,22:43:56,1,-727.000000,,,0,5,,,,,,,,,,,,,,15,18,5638,,,43,29,31634,,,,21,29661,,,,22,11095,,,,26,3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,29-Jul-2015,11:40:58,1,-737.000000,,,0,4,,,,,,,,,,,,,,15,6,13345,,,,7,13072,,,,15,23805,,,,13,7986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,30-Jul-2015,05:48:55,1,-740.000000,,,0,8,,,,,,,,,,,,,,15,3,27094,,,,11,8832,,,,32,20876,,,,1,21179,,,,19,24746,,,,4,10070,,,,23,7618,,,,8,9182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,04-Aug-2015,18:53:57,1,-760.000000,,,0,6,,,,,,,,,,,,,,15,25,20684,,,43,18,19548,,,,12,12445,,,,29,537,,,,15,18338,,,,20,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,05-Aug-2015,00:25:13,1,-761.000000,,,0,5,,,,,,,,,,,,,,15,22,2501,,,38,27,14933,,,,31,19916,,,,19,28192,,,,14,25992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,10-Aug-2015,01:12:43,1,-780.000000,,,0,4,,,,,,,,,,,,,,15,11,28285,,,,1,9861,,,,31,30398,,,,32,14916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,11-Aug-2015,19:46:58,1,-787.000000,,,0,7,,,,,,,,,,,,,,15,15,22036,,,42,20,6725,,,,21,23942,,,,25,19170,,,,29,16576,,,,14,450,,,,16,27570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,15-Aug-2015,16:03:59,2,-801.000000,,,0,6,,,,,,,,,,,,,,15,29,17742,,,,2,7237,,,,12,6476,,,,20,28864,,,,15,9384,,,43,25,11694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,22-Aug-2015,14:22:18,1,-827.000000,,,0,4,,,,,,,,,,,,,,15,5,31452,,,43,12,29518,,,,15,28743,,,,20,25798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,24-Aug-2015,16:17:17,1,-834.000000,,,0,6,,,,,,,,,,,,,,15,21,14049,,,41,25,16766,,,,18,29304,,,,31,26374,,,,24,29568,,,,29,17754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,25-Aug-2015,02:30:55,1,-836.000000,,,0,4,,,,,,,,,,,,,,15,23,9738,,,,11,31364,,,,3,10250,,,,4,31125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,02-Sep-2015,01:30:57,1,-866.000000,,,0,4,,,,,,,,,,,,,,15,16,14989,,,,26,21887,,,,23,5477,,,,1,25923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,04-Sep-2015,17:03:06,1,-876.000000,,,0,6,,,,,,,,,,,,,,15,15,1265,,,40,26,29038,,,,18,5162,,,,21,10236,,,,25,14448,,,,22,15554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,06-Sep-2015,03:55:32,1,-881.000000,,,0,7,,,,,,,,,,,,,,15,1,2600,,,41,8,32055,,,,19,20956,,,,32,30479,,,,11,26154,,,,16,13416,,,,30,15224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,19-Sep-2015,00:23:37,2,-929.000000,,,0,3,,,,,,,,,,,,,,15,31,32090,,,42,32,5074,,,,4,21732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,20-Sep-2015,02:36:29,1,-933.000000,,,0,4,,,,,,,,,,,,,,15,10,22300,,,,27,32219,,,,30,11094,,,,7,11848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,30-Sep-2015,20:28:00,2,-973.000000,,,0,4,,,,,,,,,,,,,,15,31,30853,,,41,10,176,,,,27,23920,,,,14,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,01-Oct-2015,21:01:43,1,-977.000000,,,0,4,,,,,,,,,,,,,,15,14,7622,,,,22,27089,,,,27,25660,,,,4,28153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,02-Oct-2015,16:33:49,1,-980.000000,,,0,4,,,,,,,,,,,,,,15,16,6597,,,,22,7464,,,,15,26162,,,,21,17779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,03-Oct-2015,17:12:07,1,-984.000000,,,0,4,,,,,,,,,,,,,,15,27,9345,,,,10,22408,,,,16,9063,,,,21,25821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,07-Oct-2015,06:22:01,2,-997.000000,,,0,5,,,,,,,,,,,,,,15,5,12400,,,41,6,6918,,,,17,19117,,,,9,3781,,,,13,31684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,11-Oct-2015,02:30:50,1,-1011.000000,,,0,4,,,,,,,,,,,,,,15,3,28776,,,,28,13328,,,,7,23786,,,,8,15489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,13-Oct-2015,08:56:06,1,-1020.000000,,,0,6,,,,,,,,,,,,,,15,17,28445,,,43,13,15477,,,,12,29404,,,,15,30956,,,,2,7774,,,,24,30068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,14-Oct-2015,19:57:41,1,-1025.000000,,,0,8,,,,,,,,,,,,,,15,8,18712,,,,10,10709,,,,11,5640,,,,14,2684,,,,22,27048,,,,27,17552,,,,32,13492,,,,4,11018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,22-Oct-2015,09:03:18,1,-1053.000000,,,0,5,,,,,,,,,,,,,,15,5,15407,,,41,6,23639,,,,28,5059,,,,15,13835,,,,24,7298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,31-Oct-2015,19:03:50,1,-1088.000000,,,0,5,,,,,,,,,,,,,,15,11,19161,,,39,4,23537,,,,32,30184,,,,1,21464,,,,18,28088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146708,01-Nov-2015,19:49:16,1,-1092.000000,,,0,8,,,,,,,,,,,,,,15,8,10372,,,,14,30027,,,,1,23312,,,,23,7922,,,,32,29860,,,,11,24298,,,,3,26092,,,,19,27238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
