DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
41821,41821,UT,Strong,08-Jun-2019,12:41:32,08-Jun-2019,12:42:47
41821,41821,UT,Strong,25-Nov-2019,21:59:47,25-Nov-2019,22:02:27
41821,41821,UT,Strong,31-Mar-2020,07:25:04,31-Mar-2020,07:28:51
41821,41821,UT,Strong,03-Nov-2020,07:49:18,03-Nov-2020,07:54:53
