DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
175020,175020,0.500000,UT,,,07:12:13 13-Dec-2018,,3,-20.2509,148.9436,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,07:12:58 13-Dec-2018,,3,-20.2509,148.9436,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,1.00a,,07:13:43 13-Dec-2018,,3,-20.2509,148.9436,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,07:15:14 13-Dec-2018,,3,-20.2509,148.9436,,,,,,,,,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,07:15:59 13-Dec-2018,,3,-20.2509,148.9436,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,07:18:14 13-Dec-2018,,3,-20.2509,148.9436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,07:19:00 13-Dec-2018,,3,-20.2509,148.9436,,,,,,,,,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,07:19:45 13-Dec-2018,,3,-20.2509,148.9436,,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,07:20:45 13-Dec-2018,07:20:30 13-Dec-2018,-14,3,-20.2503,148.9494,CRC,,,,387,3.325,,,24.70,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,
175020,175020,0.500000,UT,,,07:21:15 13-Dec-2018,,3,-20.2503,148.9494,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,1.00a,,07:22:00 13-Dec-2018,,3,-20.2503,148.9494,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,07:22:46 13-Dec-2018,,3,-20.2503,148.9494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,12:22:07 08-Jun-2019,,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,12:22:52 08-Jun-2019,,,,,,,,,,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,12:42:30 08-Jun-2019,,2,-20.2660,148.7104,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,12:44:46 08-Jun-2019,,2,-20.2660,148.7104,,,,,,,,,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,12:47:47 08-Jun-2019,,2,-20.2660,148.7104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,12:18:02 09-Jun-2019,,A,-20.2767,148.8948,,,,,,,,,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,12:18:47 09-Jun-2019,,A,-20.2767,148.8948,,,,,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,1.00a,,12:20:18 09-Jun-2019,,A,-20.2767,148.8948,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,05:59:55 11-Jun-2019,,B,-20.2333,149.1060,,,,,,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,1.00a,,06:00:40 11-Jun-2019,,B,-20.2333,149.1060,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,00:08:26 08-Sep-2019,,1,-11.8879,110.4071,,,,,,,,,27.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,00:09:12 08-Sep-2019,,1,-11.8879,110.4071,,,,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,00:13:44 08-Sep-2019,,1,-11.8879,110.4071,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,1.00a,,00:14:29 08-Sep-2019,,1,-11.8879,110.4071,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,00:15:15 08-Sep-2019,,1,-11.8879,110.4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,23:19:47 08-Sep-2019,,1,-20.2586,148.9433,,,,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,23:22:01 08-Sep-2019,23:22:50 08-Sep-2019,49,1,-20.2586,148.9433,CRC,,,,794,3.375,,,38.80,,,,,,,,,,,,,,255,255,255,,,,,,,,0,,,
175020,175020,0.500000,UT,,,23:23:35 08-Sep-2019,,1,-20.2586,148.9433,,,,,,,,,39.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,23:24:21 08-Sep-2019,,1,-20.2586,148.9433,,,,,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,23:25:06 08-Sep-2019,,1,-20.2586,148.9433,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,1.00a,,23:25:52 08-Sep-2019,,1,-20.2586,148.9433,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,23:26:38 08-Sep-2019,,1,-20.2586,148.9433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175020,175020,0.500000,UT,,,23:27:23 08-Sep-2019,,1,-20.2586,148.9433,,,,,,,,,38.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
