DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
176405,176405,0.500000,UT,06:00:00 18-Oct-2018,,,,0.0,29.3,Status
176405,176405,0.500000,UT,11:00:00 25-Oct-2018,,,,0.0,26.5,Status
176405,176405,0.500000,UT,10:00:00 19-Nov-2018,,,,0.0,27.6,Status
176405,176405,0.500000,UT,23:00:00 25-Nov-2018,,,,0.0,29.6,Status
176405,176405,0.500000,UT,22:00:00 01-Jan-2019,,,,0.0,26.3,Status
176405,176405,0.500000,UT,20:00:00 28-Jan-2019,,,,0.0,28.3,Status
176405,176405,0.500000,UT,11:00:00 10-Feb-2019,,,,0.0,29.8,Status
176405,176405,0.500000,UT,18:00:00 20-Feb-2019,,,,0.0,29.6,Status
176405,176405,0.500000,UT,21:00:00 26-Mar-2019,,,,0.0,28.9,Status
176405,176405,0.500000,UT,22:00:00 29-Mar-2019,,,,0.0,27.9,Status
176405,176405,0.500000,UT,12:00:00 02-Apr-2019,,,,0.0,28.6,Status
176405,176405,0.500000,UT,23:00:00 06-Jun-2019,,,,0.0,23.4,Status
176405,176405,0.500000,UT,23:00:00 11-Jun-2019,,,,0.0,22.9,Status
176405,176405,0.500000,UT,07:00:00 12-Jan-2020,,,,0.0,30.5,Status
176405,176405,0.500000,UT,07:00:00 17-Jan-2020,,,,0.0,32.3,Status
176405,176405,0.500000,UT,07:00:00 22-Jan-2020,,,,0.0,30.6,Status
176405,176405,0.500000,UT,07:00:00 25-Jan-2020,,,,0.0,31.3,Status
176405,176405,0.500000,UT,07:00:00 26-Jan-2020,,,,0.0,31.4,Status
176405,176405,0.500000,UT,07:00:00 27-Jan-2020,,,,0.0,33.0,Status
176405,176405,0.500000,UT,07:00:00 04-Feb-2020,,,,0.0,31.9,Status
176405,176405,0.500000,UT,07:00:00 10-Feb-2020,,,,0.0,34.7,Status
176405,176405,0.500000,UT,07:00:00 11-Feb-2020,,,,0.0,34.3,Status
176405,176405,0.500000,UT,07:00:00 12-Feb-2020,,,,0.0,33.0,Status
176405,176405,0.500000,UT,07:00:00 28-Feb-2020,,,,0.0,32.0,Status
