DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
209946,209946,UT,Strong,25-May-2022,13:08:11,25-May-2022,12:54:26
209946,209946,UT,Strong,19-Sep-2022,08:18:03,19-Sep-2022,07:57:36
