DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
228002,228002,0.500000,UT,00:00:00 15-Feb-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 01-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 05-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 06-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 09-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 12-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 13-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 14-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 16-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 22-Mar-2022,,,,0.000000,0.000000,Status,,,
228002,228002,0.500000,UT,00:00:00 23-Mar-2022,,,,0.000000,0.000000,Status,,,
