DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
228002,228002,UT,1.00b,86,180,92,3,515,,,,,15,07:13:57 15-Feb-2022,19:50:39 28-Mar-2022,42,08:01:20 15-Feb-2022,00:00:00 26-Mar-2022,39,,,23:00:00 25-Feb-2022
