DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
178943,178943,0.500000,UT,,,09:03:28 12-Jun-2019,,3,-20.2496,148.9472,,,,,,,,,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,09:04:56 12-Jun-2019,,3,-20.2496,148.9472,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,09:06:28 12-Jun-2019,,3,-20.2496,148.9472,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,1.00a,,09:07:57 12-Jun-2019,,3,-20.2496,148.9472,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,09:09:24 12-Jun-2019,,3,-20.2496,148.9472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,09:32:58 12-Jun-2019,,2,-20.2482,148.9478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,09:34:27 12-Jun-2019,,2,-20.2482,148.9478,,,,,,,,,20.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,09:35:55 12-Jun-2019,,2,-20.2482,148.9478,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,09:37:23 12-Jun-2019,,2,-20.2482,148.9478,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,10:21:23 12-Jun-2019,,2,-20.2474,148.9467,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,,,10:22:55 12-Jun-2019,,2,-20.2474,148.9467,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178943,178943,0.500000,UT,1.00a,,10:24:23 12-Jun-2019,,2,-20.2474,148.9467,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
