DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
173761,173761,UT,Strong,08-Jun-2019,12:35:18,08-Jun-2019,12:45:22
173761,173761,UT,Strong,15-Sep-2019,12:35:54,15-Sep-2019,12:46:51
173761,173761,UT,Strong,14-Feb-2020,22:40:48,14-Feb-2020,22:53:20
173761,173761,UT,Strong,10-May-2020,22:29:01,10-May-2020,22:42:30
173761,173761,UT,Strong,06-Nov-2020,08:45:06,06-Nov-2020,09:00:14
173761,173761,UT,Strong,23-Feb-2021,20:04:30,23-Feb-2021,20:20:49
