DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
178942,178942,0.500000,UT,,,06:06:52 08-Dec-2019,,1,-20.1194,148.9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:08:43 08-Dec-2019,,1,-20.1194,148.9802,,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:08:58 08-Dec-2019,,1,-20.1194,148.9802,,,,,,3.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:09:43 08-Dec-2019,,1,-20.1194,148.9802,,,,,,,,,27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:09:58 08-Dec-2019,,1,-20.1194,148.9802,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:10:13 08-Dec-2019,,1,-20.1194,148.9802,,,,,,3.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,06:10:28 08-Dec-2019,,1,-20.1194,148.9802,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:10:42 08-Dec-2019,,1,-20.1194,148.9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:10:57 08-Dec-2019,,1,-20.1194,148.9802,,,,,,,,,29.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:11:12 08-Dec-2019,,1,-20.1194,148.9802,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:41:09 08-Dec-2019,,1,-20.2433,148.9536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:42:38 08-Dec-2019,,1,-20.2433,148.9536,,,,,,,,,39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:44:08 08-Dec-2019,,1,-20.2433,148.9536,,,,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,06:45:35 08-Dec-2019,,1,-20.2433,148.9536,,,,,,3.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,06:47:05 08-Dec-2019,,1,-20.2433,148.9536,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,07:43:41 08-Dec-2019,07:43:42 08-Dec-2019,1,2,-20.2361,148.9576,CRC,,,,483,3.175,,,32.60,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,,66
178942,178942,0.500000,UT,,,07:45:11 08-Dec-2019,,2,-20.2361,148.9576,,,,,,,,,32.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,07:46:40 08-Dec-2019,,2,-20.2361,148.9576,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,07:48:12 08-Dec-2019,,2,-20.2361,148.9576,,,,,,3.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,07:49:42 08-Dec-2019,,2,-20.2361,148.9576,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,07:51:14 08-Dec-2019,,2,-20.2361,148.9576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,07:52:43 08-Dec-2019,,2,-20.2361,148.9576,,,,,,,,,31.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,07:54:11 08-Dec-2019,,2,-20.2361,148.9576,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,07:55:40 08-Dec-2019,,2,-20.2361,148.9576,,,,,,3.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,07:57:07 08-Dec-2019,,2,-20.2361,148.9576,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,08:16:21 08-Dec-2019,,3,-20.2383,148.9521,,,,,16889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,08:17:50 08-Dec-2019,,3,-20.2383,148.9521,,,,,,3.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,08:20:46 08-Dec-2019,08:20:47 08-Dec-2019,1,3,-20.2383,148.9521,CRC,,,,508,3.150,,,28.85,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,,69
178942,178942,0.500000,UT,,,08:23:47 08-Dec-2019,,3,-20.2383,148.9521,,,,,,,,,28.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,08:25:17 08-Dec-2019,,3,-20.2383,148.9521,,,,,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,08:26:45 08-Dec-2019,,3,-20.2383,148.9521,,,,,,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,08:28:15 08-Dec-2019,,3,-20.2383,148.9521,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,08:29:45 08-Dec-2019,,3,-20.2383,148.9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:02:43 08-Dec-2019,,2,-20.2440,148.9367,,,,,,,,,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,09:07:10 08-Dec-2019,,2,-20.2440,148.9367,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:08:37 08-Dec-2019,,2,-20.2440,148.9367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:10:06 08-Dec-2019,,2,-20.2440,148.9367,,,,,,,,,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:11:35 08-Dec-2019,,2,-20.2440,148.9367,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:13:04 08-Dec-2019,,2,-20.2440,148.9367,,,,,,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:26:24 08-Dec-2019,,A,-20.2494,148.9427,,,,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:30:47 08-Dec-2019,,A,-20.2494,148.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:32:16 08-Dec-2019,,A,-20.2494,148.9427,,,,,,,,,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:36:43 08-Dec-2019,,B,-20.2616,148.9418,,,,,,3.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,09:38:13 08-Dec-2019,,B,-20.2616,148.9418,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,09:44:06 08-Dec-2019,,B,-20.2630,148.9398,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,10:41:56 08-Dec-2019,,1,-20.2462,148.9361,,,,,,,,,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,10:43:25 08-Dec-2019,,1,-20.2462,148.9361,,,,,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,10:44:54 08-Dec-2019,,1,-20.2462,148.9361,,,,,,3.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,10:46:21 08-Dec-2019,,1,-20.2462,148.9361,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:13:13 08-Dec-2019,,2,-20.2418,148.9451,,,,,,,,,25.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:14:42 08-Dec-2019,,2,-20.2418,148.9451,,,,,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:16:11 08-Dec-2019,,2,-20.2418,148.9451,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,11:17:40 08-Dec-2019,,2,-20.2418,148.9451,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:19:11 08-Dec-2019,,2,-20.2418,148.9451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:20:40 08-Dec-2019,,2,-20.2418,148.9451,,,,,,,,,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:22:08 08-Dec-2019,,2,-20.2418,148.9451,,,,,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,11:26:38 08-Dec-2019,11:26:39 08-Dec-2019,1,2,-20.2433,148.9418,CRC,,,,633,3.275,,,25.35,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,,80
178942,178942,0.500000,UT,,,11:28:08 08-Dec-2019,,2,-20.2433,148.9418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:29:37 08-Dec-2019,,2,-20.2433,148.9418,,,,,,,,,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:31:03 08-Dec-2019,,2,-20.2433,148.9418,,,,,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:32:32 08-Dec-2019,,2,-20.2433,148.9418,,,,,,3.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,11:33:59 08-Dec-2019,,2,-20.2433,148.9418,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:51:51 08-Dec-2019,,3,-20.2424,148.9455,,,,,,,,,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:53:20 08-Dec-2019,,3,-20.2424,148.9455,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:54:47 08-Dec-2019,,3,-20.2424,148.9455,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,11:56:16 08-Dec-2019,,3,-20.2424,148.9455,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:57:44 08-Dec-2019,,3,-20.2424,148.9455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,11:59:13 08-Dec-2019,,3,-20.2424,148.9455,,,,,,,,,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,12:00:45 08-Dec-2019,,3,-20.2424,148.9455,,,,,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,12:02:14 08-Dec-2019,,3,-20.2424,148.9455,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,12:05:10 08-Dec-2019,,3,-20.2424,148.9455,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,21:50:19 08-Dec-2019,,3,-20.2563,148.9359,,,,,,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,21:51:48 08-Dec-2019,,3,-20.2563,148.9359,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,21:54:45 08-Dec-2019,,3,-20.2563,148.9359,,,,,,,,,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,21:56:17 08-Dec-2019,,3,-20.2563,148.9359,,,,,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:00:46 08-Dec-2019,,3,-20.2563,148.9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,22:22:54 08-Dec-2019,,1,-20.2554,148.9440,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:24:24 08-Dec-2019,,1,-20.2554,148.9440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:25:54 08-Dec-2019,,1,-20.2554,148.9440,,,,,,,,,32.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:27:23 08-Dec-2019,,1,-20.2554,148.9440,,,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:28:52 08-Dec-2019,,1,-20.2554,148.9440,,,,,,3.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,1.00a,,22:30:21 08-Dec-2019,,1,-20.2554,148.9440,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:31:48 08-Dec-2019,,1,-20.2554,148.9440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:33:17 08-Dec-2019,,1,-20.2554,148.9440,,,,,,,,,32.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:34:43 08-Dec-2019,,1,-20.2554,148.9440,,,,,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:40:41 08-Dec-2019,,2,-20.2555,148.9359,,,,,,,,,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178942,178942,0.500000,UT,,,22:42:10 08-Dec-2019,,2,-20.2555,148.9359,,,,,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
