DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
209947,209947,0.500000,UT,,,09:09:55 08-Mar-2022,,0,-16.8505,145.8291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,09:11:18 08-Mar-2022,,0,-16.8505,145.8291,,,,,,,,,30.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,09:11:48 08-Mar-2022,,0,-16.8505,145.8291,,,,,2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,09:13:11 08-Mar-2022,,0,-16.8505,145.8291,,,,,,3.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,11:22:25 10-Mar-2022,,2,-16.5491,145.8660,,,,,,,,,30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,11:22:43 10-Mar-2022,,2,-16.5491,145.8660,,,,,2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,1.00b,,11:23:22 10-Mar-2022,,2,-16.5491,145.8660,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,11:23:37 10-Mar-2022,,2,-16.5491,145.8660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,11:24:34 10-Mar-2022,,2,-16.5491,145.8660,,,,,2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,11:24:49 10-Mar-2022,,2,-16.5491,145.8660,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,11:33:23 10-Mar-2022,11:25:04 10-Mar-2022,-498,2,-16.5491,145.8660,CRC,,,,2910,3.425,,,30.40,,,,,,,,,,,,,,255,24,255,0,,,,,,,0,,,0,81,,,
209947,209947,0.500000,UT,,09:53:57 11-Mar-2022,09:45:35 11-Mar-2022,-501,B,-16.7205,145.9264,CRC,,,,2935,3.400,,,30.00,,,,,,,,,,,,,,255,24,255,0,,,,,,,3,,,0,76,,,
209947,209947,0.500000,UT,,,11:24:48 12-Mar-2022,,,,,,,,,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,12:15:58 12-Mar-2022,,B,-16.6250,145.9090,,,,,,3.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,20:49:23 12-Mar-2022,,B,-16.5227,145.8658,,,,,,3.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,1.00b,,20:49:40 12-Mar-2022,,B,-16.5227,145.8658,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,1.00b,,23:48:31 12-Mar-2022,,B,-16.4981,145.8414,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,23:48:47 12-Mar-2022,,B,-16.4981,145.8414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,08:45:46 13-Mar-2022,,B,-16.4117,145.8338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,08:51:20 13-Mar-2022,,B,-16.4117,145.8338,,,,,3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,1.00b,,23:39:16 13-Mar-2022,,1,-16.6063,145.9819,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,23:40:22 13-Mar-2022,,1,-16.6063,145.9819,,,,,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
209947,209947,0.500000,UT,,,23:43:35 13-Mar-2022,,1,-16.6063,145.9819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
