DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
252322,252322,UT,Weak,15-Nov-2023,23:37:20,15-Nov-2023,23:39:16
252322,252322,UT,Strong,27-Feb-2024,00:27:48,27-Feb-2024,00:25:16
252322,252322,UT,Strong,11-Jun-2024,13:17:03,11-Jun-2024,13:09:56
