DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
178945,178945,0.500000,UT,1.00a,,09:02:18 12-Jun-2019,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,,,09:03:47 12-Jun-2019,,3,-20.2495,148.9484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,,,09:05:18 12-Jun-2019,,3,-20.2495,148.9484,,,,,,,,,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,,,09:06:47 12-Jun-2019,,3,-20.2495,148.9484,,,,,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,,,09:08:16 12-Jun-2019,,3,-20.2495,148.9484,,,,,,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,1.00a,,09:09:45 12-Jun-2019,,3,-20.2495,148.9484,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,1.00a,,09:33:33 12-Jun-2019,,1,-20.2451,148.9463,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,,,09:35:06 12-Jun-2019,,1,-20.2451,148.9463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,,,09:36:35 12-Jun-2019,,1,-20.2451,148.9463,,,,,,,,,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178945,178945,0.500000,UT,,,09:38:00 12-Jun-2019,,1,-20.2451,148.9463,,,,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
