DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
253100,253100,UT,DS,10,3,1,,,11:56:50 05-Sep-2023,O3,1,-22.2830,166.4205,-22.2830,166.4205,50,,401677646,-136
253100,253100,UT,DS,1,0,0,,,16:38:43 05-Sep-2023,CS,B,-22.2914,166.4200,-22.2914,166.4200,8,,401677652,-136
253100,253100,UT,DS,1,0,0,,,18:09:02 05-Sep-2023,A1,B,-22.2969,166.4188,-22.2969,166.4188,8,,401677648,-137
253100,253100,UT,DS,1,0,0,,,18:13:29 05-Sep-2023,CS,B,-22.2968,166.4198,-22.2968,166.4198,6,,401677647,-136
253100,253100,UT,DS,1,0,0,,,21:14:10 05-Sep-2023,NP,B,-22.3089,166.4218,-22.3089,166.4218,8,,401677651,-133
253100,253100,UT,DS,8,2,0,,,07:08:01 08-Sep-2023,A1,0,-22.7933,166.9087,-22.7933,166.9087,40,,401677664,-127
253100,253100,UT,DS,17,5,2,,,18:55:42 09-Sep-2023,CS,3,-22.8084,167.1293,-22.8084,167.1293,50,,401677653,-126
253100,253100,UT,DS,4,0,0,21,15,19:01:33 09-Sep-2023,NK,2,-22.8074,167.1296,-22.8074,167.1296,56,,401677648,-132
253100,253100,UT,DS,5,0,1,30,24,10:37:19 10-Sep-2023,NP,0,-22.6956,167.0552,-22.6956,167.0552,50,,401677654,-129
253100,253100,UT,DS,1,0,0,,,11:06:41 10-Sep-2023,MB,B,-22.6962,167.0540,-22.6962,167.0540,6,,401677653,-127
253100,253100,UT,DS,1,0,0,,,11:06:41 10-Sep-2023,NN,B,-22.6968,167.0526,-22.6968,167.0526,,,401677656,-129
253100,253100,UT,DS,2,0,1,16,16,19:58:31 11-Sep-2023,NK,B,-22.5386,167.2020,-22.5386,167.2020,,,401677649,-124
253100,253100,UT,DS,4,0,2,112,69,20:02:50 11-Sep-2023,NP,1,-22.4891,167.1660,-22.4891,167.1660,50,,401677639,-131
253100,253100,UT,DS,1,0,0,,,13:10:14 12-Sep-2023,O3,B,-22.3873,167.1652,-22.3873,167.1652,,,401677658,-126
253100,253100,UT,DS,1,0,0,,,14:48:27 12-Sep-2023,O3,B,-22.3933,167.1455,-22.3933,167.1455,8,,401677669,-134
253100,253100,UT,DS,1,0,0,,,05:01:14 14-Sep-2023,SR,,,,,,,,401650000,-139
253100,253100,UT,DS,2,0,2,20,20,18:37:35 14-Sep-2023,NK,B,-22.0990,167.0433,-22.0990,167.0433,,,401677644,-135
