DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
227995,227995,UT,Weak,15-Feb-2022,07:07:38,15-Feb-2022,07:06:35
227995,227995,UT,Strong,24-Feb-2022,08:44:07,24-Feb-2022,08:42:43
227995,227995,UT,Strong,07-Apr-2022,18:38:08,07-Apr-2022,18:35:05
