Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
5171,184220,3,NP, ,3,14-Dec-2020,09:03:18,,,,401650000,-139,,0,14-Dec-2020,09:03:18,,,,,,,,,,87,54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,NK, ,4,14-Dec-2020,09:45:48,,,,401650000,-137,,0,14-Dec-2020,09:45:48,,,,,,,,,,9,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MC, ,5,14-Dec-2020,11:47:13,,,,401650000,-134,,0,14-Dec-2020,11:47:13,,,185,,,,,,,78,248,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MC, ,5,14-Dec-2020,11:47:13,,,,401650000,-134,,0,14-Dec-2020,11:50:18,,,185,,,,,,,107,165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:29:46,-23.4421,151.9139,321,132,217,79,66,,,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:30:02,-23.4421,151.9139,321,132,217,79,66,,,76,115,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:30:17,-23.4421,151.9139,321,132,217,79,66,,,71,168,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:30:32,-23.4421,151.9139,321,132,217,79,66,,,100,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:31:18,-23.4421,151.9139,321,132,217,79,66,,,13,118,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:31:33,-23.4421,151.9139,321,132,217,79,66,,,86,173,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:31:48,-23.4421,151.9139,321,132,217,79,66,,,101,131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,1,14-Dec-2020,22:32:04,-23.4421,151.9139,321,132,217,79,66,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:32:34,-23.4421,151.9139,321,132,217,79,66,,,77,118,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:32:50,-23.4421,151.9139,321,132,217,79,66,,,85,178,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,184220,3,MA,3,6,14-Dec-2020,22:31:13,-23.4421,151.9139,,401677629,-121,50,0,14-Dec-2020,22:34:06,-23.4421,151.9139,321,132,217,79,66,,,84,183,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
