DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
252320,252320,UT,Strong,02-May-2024,12:56:13,02-May-2024,12:51:09
252320,252320,UT,Strong,03-Jul-2024,00:32:17,03-Jul-2024,00:24:49
