DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
184221,184221,0.500000,UT,00:00:00 15-Mar-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 25-Mar-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 05-May-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 21-May-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 11-Jun-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 23-Jul-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 29-Jul-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 29-Aug-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 01-Oct-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 26-Oct-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 17-Nov-2021,,,,0.000000,0.000000,Status,,,
184221,184221,0.500000,UT,00:00:00 12-Dec-2021,,,,0.000000,0.000000,Status,,,
