DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
184221,184221,UT,Strong,15-Mar-2021,21:08:29,15-Mar-2021,21:08:31
184221,184221,UT,Strong,12-Dec-2021,01:16:47,12-Dec-2021,01:16:52
