DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
209943,209943,UT,1.00b,76,360,64,2,600,,,,,13,07:56:04 08-Mar-2022,23:44:57 27-May-2023,446,07:56:04 08-Mar-2022,23:00:00 15-Nov-2022,253,,,05:00:00 26-Aug-2021
