DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
Barnacle Betty,222233,0.500000,UT,00:00:00 05-Oct-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 08-Oct-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 21-Oct-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 24-Oct-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 01-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 03-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 05-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 11-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 15-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 16-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 18-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 21-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 23-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 24-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 25-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 28-Nov-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 01-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 02-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 03-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 04-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 08-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 15-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 18-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 19-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 26-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 29-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 31-Dec-2022,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 01-Jan-2023,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 04-Jan-2023,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 07-Jan-2023,,,,0.000000,0.000000,Status,,,
Barnacle Betty,222233,0.500000,UT,00:00:00 09-Jan-2023,,,,0.000000,0.000000,Status,,,
