DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Barnacle Betty,222233,UT,Strong,05-Oct-2022,00:26:30,05-Oct-2022,00:26:01
Barnacle Betty,222233,UT,Strong,07-Jul-2023,08:51:43,07-Jul-2023,08:34:37
