DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
Barnacle Betty,222233,0.500000,UT,00:00:00 05-Oct-2022,,,,0.0,31.3,Status
Barnacle Betty,222233,0.500000,UT,21:00:00 08-Oct-2022,,,,0.0,25.4,Status
Barnacle Betty,222233,0.500000,UT,22:00:00 08-Oct-2022,,,,0.0,28.0,Status
Barnacle Betty,222233,0.500000,UT,00:00:00 09-Oct-2022,,,,0.0,27.1,Status
Barnacle Betty,222233,0.500000,UT,12:00:00 21-Oct-2022,,,,0.0,23.6,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 24-Oct-2022,,,,0.0,23.4,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 01-Nov-2022,,,,0.0,24.8,Status
Barnacle Betty,222233,0.500000,UT,22:00:00 03-Nov-2022,,,,0.0,24.5,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 05-Nov-2022,,,,0.0,24.1,Status
Barnacle Betty,222233,0.500000,UT,11:00:00 11-Nov-2022,,,,0.0,23.8,Status
Barnacle Betty,222233,0.500000,UT,19:00:00 15-Nov-2022,,,,0.0,24.7,Status
Barnacle Betty,222233,0.500000,UT,20:00:00 16-Nov-2022,,,,0.0,25.1,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 18-Nov-2022,,,,0.0,24.7,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 21-Nov-2022,,,,0.0,25.6,Status
Barnacle Betty,222233,0.500000,UT,08:00:00 23-Nov-2022,,,,0.0,24.9,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 23-Nov-2022,,,,0.0,24.8,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 24-Nov-2022,,,,0.0,24.8,Status
Barnacle Betty,222233,0.500000,UT,19:00:00 25-Nov-2022,,,,0.0,25.5,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 28-Nov-2022,,,,0.0,25.9,Status
Barnacle Betty,222233,0.500000,UT,08:00:00 28-Nov-2022,,,,0.0,26.1,Status
Barnacle Betty,222233,0.500000,UT,08:00:00 01-Dec-2022,,,,0.0,25.0,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 02-Dec-2022,,,,0.0,25.3,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 03-Dec-2022,,,,0.0,24.5,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 04-Dec-2022,,,,0.0,26.6,Status
Barnacle Betty,222233,0.500000,UT,20:00:00 08-Dec-2022,,,,0.0,26.8,Status
Barnacle Betty,222233,0.500000,UT,20:00:00 15-Dec-2022,,,,0.0,25.6,Status
Barnacle Betty,222233,0.500000,UT,22:00:00 18-Dec-2022,,,,0.0,25.5,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 19-Dec-2022,,,,0.0,26.0,Status
Barnacle Betty,222233,0.500000,UT,12:00:00 26-Dec-2022,,,,0.0,26.4,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 29-Dec-2022,,,,0.0,25.5,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 29-Dec-2022,,,,0.0,25.5,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 31-Dec-2022,,,,0.0,25.5,Status
Barnacle Betty,222233,0.500000,UT,06:00:00 01-Jan-2023,,,,0.0,26.4,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 01-Jan-2023,,,,0.0,26.0,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 04-Jan-2023,,,,0.0,25.7,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 07-Jan-2023,,,,0.0,26.3,Status
Barnacle Betty,222233,0.500000,UT,06:00:00 09-Jan-2023,,,,0.0,27.5,Status
Barnacle Betty,222233,0.500000,UT,19:00:00 13-Jan-2023,,,,0.0,26.0,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 15-Jan-2023,,,,0.0,25.7,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 18-Jan-2023,,,,0.0,24.0,Status
Barnacle Betty,222233,0.500000,UT,21:00:00 24-Jan-2023,,,,0.0,21.3,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 25-Jan-2023,,,,0.0,24.6,Status
Barnacle Betty,222233,0.500000,UT,19:00:00 28-Jan-2023,,,,0.0,25.0,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 14-Feb-2023,,,,0.0,21.8,Status
Barnacle Betty,222233,0.500000,UT,19:00:00 16-Feb-2023,,,,0.0,20.9,Status
Barnacle Betty,222233,0.500000,UT,19:00:00 04-Mar-2023,,,,0.0,22.2,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 07-Mar-2023,,,,0.0,22.0,Status
Barnacle Betty,222233,0.500000,UT,11:00:00 14-Mar-2023,,,,0.0,22.8,Status
Barnacle Betty,222233,0.500000,UT,11:00:00 17-Mar-2023,,,,0.0,23.1,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 21-Mar-2023,,,,0.0,22.5,Status
Barnacle Betty,222233,0.500000,UT,11:00:00 21-Mar-2023,,,,0.0,22.4,Status
Barnacle Betty,222233,0.500000,UT,13:00:00 21-Mar-2023,,,,0.0,22.5,Status
Barnacle Betty,222233,0.500000,UT,11:00:00 24-Mar-2023,,,,0.0,22.5,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 25-Mar-2023,,,,0.0,22.6,Status
Barnacle Betty,222233,0.500000,UT,21:00:00 29-Mar-2023,,,,0.0,22.1,Status
Barnacle Betty,222233,0.500000,UT,08:00:00 31-Mar-2023,,,,0.0,21.8,Status
Barnacle Betty,222233,0.500000,UT,06:00:00 13-Apr-2023,,,,0.0,20.9,Status
Barnacle Betty,222233,0.500000,UT,05:00:00 15-Apr-2023,,,,0.0,20.4,Status
Barnacle Betty,222233,0.500000,UT,19:00:00 18-Apr-2023,,,,0.0,19.6,Status
Barnacle Betty,222233,0.500000,UT,10:00:00 24-Apr-2023,,,,0.0,19.5,Status
Barnacle Betty,222233,0.500000,UT,07:00:00 27-Apr-2023,,,,0.0,19.0,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 30-Apr-2023,,,,0.0,18.9,Status
Barnacle Betty,222233,0.500000,UT,20:00:00 22-Jun-2023,,,,0.0,22.9,Status
Barnacle Betty,222233,0.500000,UT,21:00:00 22-Jun-2023,,,,0.0,22.9,Status
Barnacle Betty,222233,0.500000,UT,08:00:00 28-Jun-2023,,,,0.0,23.0,Status
Barnacle Betty,222233,0.500000,UT,06:00:00 01-Jul-2023,,,,0.0,23.9,Status
Barnacle Betty,222233,0.500000,UT,11:00:00 01-Jul-2023,,,,0.0,23.8,Status
Barnacle Betty,222233,0.500000,UT,08:00:00 03-Jul-2023,,,,0.0,23.8,Status
Barnacle Betty,222233,0.500000,UT,09:00:00 07-Jul-2023,,,,0.0,24.1,Status
