DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
Barnacle Betty,222233,UT,21:47:23 04-Oct-2022,Argos,2,-23.8446,151.2690,491,3065,78,101,,,,,,
Barnacle Betty,222233,UT,00:00:31 05-Oct-2022,Argos,0,-23.8109,151.2648,1726,3615,823,57,,,,,,
Barnacle Betty,222233,UT,00:25:15 05-Oct-2022,Argos,2,-23.8257,151.2431,401,899,178,82,,,,,,
Barnacle Betty,222233,UT,20:26:29 08-Oct-2022,Argos,3,-23.2854,151.7002,133,231,76,75,,,,,,
Barnacle Betty,222233,UT,20:41:01 08-Oct-2022,Argos,3,-23.2892,151.7003,142,163,122,173,,,,,,
Barnacle Betty,222233,UT,21:38:35 08-Oct-2022,Argos,3,-23.2901,151.6989,205,341,122,88,,,,,,
Barnacle Betty,222233,UT,21:46:05 08-Oct-2022,Argos,B,-23.2831,151.7013,1229,1432,1054,7,,,,,,
Barnacle Betty,222233,UT,22:01:10 08-Oct-2022,Argos,A,-23.2787,151.7080,910,2818,294,2,,,,,,
Barnacle Betty,222233,UT,22:15:29 08-Oct-2022,Argos,3,-23.2900,151.7005,139,215,89,72,,,,,,
Barnacle Betty,222233,UT,22:42:21 08-Oct-2022,Argos,3,-23.2887,151.6950,138,316,59,103,,,,,,
Barnacle Betty,222233,UT,23:25:38 08-Oct-2022,Argos,3,-23.2902,151.6993,142,307,65,90,,,,,,
Barnacle Betty,222233,UT,23:34:33 08-Oct-2022,Argos,3,-23.2889,151.6993,179,902,35,104,,,,,,
Barnacle Betty,222233,UT,00:22:36 09-Oct-2022,Argos,1,-23.2907,151.6989,807,1919,339,133,,,,,,
Barnacle Betty,222233,UT,01:30:00 09-Oct-2022,User,,-23.2897,151.6965,,,,,,,,,,
Barnacle Betty,222233,UT,05:57:54 09-Oct-2022,Argos,B,-23.2694,151.7170,5787,7869,4256,105,,,,,,
Barnacle Betty,222233,UT,06:25:40 09-Oct-2022,Argos,B,-23.2754,151.7059,5189,6353,4237,72,,,,,,
Barnacle Betty,222233,UT,19:32:22 09-Oct-2022,Argos,B,-23.2011,151.7772,7371,8981,6049,132,,,,,,
Barnacle Betty,222233,UT,19:53:07 09-Oct-2022,Argos,B,-23.2155,151.7714,3216,10116,1022,84,,,,,,
Barnacle Betty,222233,UT,22:24:34 09-Oct-2022,Argos,0,-23.1962,151.9116,1933,14402,259,110,,,,,,
Barnacle Betty,222233,UT,07:04:44 10-Oct-2022,Argos,A,-23.0496,152.0180,2100,25944,170,136,,,,,,
Barnacle Betty,222233,UT,07:39:50 10-Oct-2022,Argos,3,-23.0223,151.9987,125,217,71,94,,,,,,
Barnacle Betty,222233,UT,10:44:37 10-Oct-2022,Argos,B,-22.9594,152.0064,2155,2353,1972,96,,,,,,
Barnacle Betty,222233,UT,10:44:48 10-Oct-2022,Argos,B,-22.9694,152.0048,1504,2849,794,95,,,,,,
Barnacle Betty,222233,UT,20:17:48 10-Oct-2022,Argos,1,-22.7879,152.0078,620,812,472,15,,,,,,
Barnacle Betty,222233,UT,21:02:28 10-Oct-2022,Argos,B,-22.7700,152.0018,3840,5446,2707,63,,,,,,
Barnacle Betty,222233,UT,06:33:42 11-Oct-2022,Argos,B,-22.5821,152.0052,12765,24254,6718,90,,,,,,
Barnacle Betty,222233,UT,08:45:34 11-Oct-2022,Argos,B,-22.5804,152.0133,1549,2430,986,51,,,,,,
