"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",146706,5171,,,,,,,0,NK,,401650000,02/28/2015 19:50:24,1,1,0,-128,401650000,,,,,,,,,,,,4,133,213,60,89,50,216,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,,,,,,,0,NN,,401650000,03/01/2015 07:03:20,1,1,0,-125,401650000,,,,,,,,,,,,4,130,214,57,83,58,211,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,,,,,,,0,NP,,401650000,03/01/2015 16:48:20,1,1,0,-134,401650000,,,,,,,,,,,,5,198,237,241,91,50,15,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.26929,145.7585,B,03/01/2015 20:26:40,Argos,0,281,SR,,401677562.33,03/01/2015 20:24:20,1,2,0,-122,401677562.33,145.7585,-16.26929,145.7585,-16.26929,0,3,6085,0,34,78,17207,4,119,212,59,86,38,213,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.26929,145.7585,B,03/01/2015 20:26:40,Argos,0,281,SR,,401677562.33,03/01/2015 20:29:01,1,2,0,-122,401677562.33,145.7585,-16.26929,145.7585,-16.26929,0,3,6085,0,34,78,17207,4,130,214,63,91,42,211,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.25497,145.8575,B,03/02/2015 03:48:24,Argos,0,0,NP,,401677552.45,03/02/2015 03:48:24,1,1,0,-129,401677552.45,145.8575,-16.25497,145.8575,-16.25497,8,2,4992,18507,1346,65,14113,4,124,215,55,85,54,216,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.31142,145.74856,B,03/03/2015 08:39:28,Argos,0,102,SR,,401677565.31,03/03/2015 08:38:38,1,2,0,-124,401677565.31,145.74856,-16.31142,145.74857,-16.31142,0,3,3162,124062,80,87,8939,4,120,216,51,81,66,217,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.31142,145.74856,B,03/03/2015 08:39:28,Argos,0,102,SR,,401677565.31,03/03/2015 08:40:20,1,2,0,-124,401677565.31,145.74856,-16.31142,145.74857,-16.31142,0,3,3162,124062,80,87,8939,4,127,214,57,85,54,217,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.27571,145.82287,B,03/04/2015 08:08:25,Argos,0,0,NN,,401677569.52,03/04/2015 08:08:26,1,1,0,-131,401677569.52,145.82287,-16.27571,145.82288,-16.27571,0,3,5699,13645,2379,77,15345,4,143,214,185,117,49,42,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.32916,145.76374,B,03/04/2015 08:08:25,Argos,0,0,SR,,401677580.97,03/04/2015 08:08:26,1,1,0,-120,401677580.97,145.76374,-16.32916,145.76373,-16.32916,0,3,6110,43267,862,81,15055,4,143,214,57,86,78,213,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.28415,145.85458,B,03/04/2015 17:44:12,Argos,0,0,NN,,401677572.49,03/04/2015 17:44:13,1,1,0,-135,401677572.49,145.85458,-16.28415,145.85458,-16.28415,8,2,5588,13864,2252,88,15802,5,156,82,93,94,42,211,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.29188,145.8347,B,03/04/2015 18:54:50,Argos,0,0,SR,,401677559.52,03/04/2015 18:54:51,1,1,0,-137,401677559.52,145.8347,-16.29188,145.8347,-16.29188,8,3,4395,16344,1181,105,12424,5,164,211,218,84,66,148,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.29298,145.79107,B,03/04/2015 19:54:04,Argos,0,324,NK,,401677567.27,03/04/2015 19:51:22,1,2,0,-126,401677567.27,145.79107,-16.29298,145.79108,-16.29298,8,3,1111,15289,80,176,3112,5,166,211,87,88,50,214,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.29298,145.79107,B,03/04/2015 19:54:04,Argos,0,324,NK,,401677567.27,03/04/2015 19:56:46,1,2,0,-126,401677567.27,145.79107,-16.29298,145.79108,-16.29298,8,3,1111,15289,80,176,3112,5,156,206,119,93,38,214,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.20865,145.58974,B,03/05/2015 17:33:23,Argos,0,0,NN,,401677541.38,03/05/2015 17:33:23,1,1,0,-133,401677541.38,145.58974,-16.20865,145.58974,-16.20865,0,3,4165,6800,2551,132,11775,5,130,215,63,91,38,211,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.22566,145.58992,B,03/05/2015 19:09:58,Argos,0,0,NN,,401677544.71,03/05/2015 19:09:58,1,1,0,-128,401677544.71,145.58992,-16.22566,145.58992,-16.22566,8,3,6473,23582,1776,111,18306,5,181,212,81,83,54,211,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.29059,145.73663,A,03/05/2015 19:58:07,Argos,0,506,SR,,401677565.3,03/05/2015 19:58:08,1,3,0,-122,401677565.3,145.73663,-16.29059,145.73663,-16.29059,6,3,461,808,263,97,281,33,95,87,85,84,106,85,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.29059,145.73663,A,03/05/2015 19:58:07,Argos,0,506,SR,,401677565.3,03/05/2015 20:02:54,1,3,0,-122,401677565.3,145.73663,-16.29059,145.73663,-16.29059,6,3,461,808,263,97,281,5,127,214,62,93,38,212,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.29059,145.73663,A,03/05/2015 19:58:07,Argos,0,506,SR,,401677565.3,03/05/2015 20:06:34,1,3,0,-122,401677565.3,145.73663,-16.29059,145.73663,-16.29059,6,3,461,808,263,97,281,5,167,213,76,90,42,212,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.47101,146.19405,B,03/06/2015 06:04:08,Argos,0,0,NN,,401677588.25,03/06/2015 06:04:08,1,1,0,-131,401677588.25,146.19405,-16.47101,146.19405,-16.47101,8,3,12527,19163,8189,102,8133,5,121,215,56,169,210,213,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.65738,146.74622,B,03/06/2015 19:04:56,Argos,0,0,NN,,401677508.98,03/06/2015 19:04:56,1,1,0,-133,401677508.98,146.74622,-16.65738,146.74622,-16.65738,0,3,13943,18394,10567,91,12798,5,154,210,125,114,229,5,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.42165,146.14504,Z,03/06/2015 20:42:10,Argos,0,0,NK,,401677613.71,03/06/2015 20:42:10,1,1,0,-130,401677613.71,146.14504,-16.42165,146.14503,-16.42165,6,2,38268,266794,5488,122,35130,5,140,215,56,86,70,213,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.29927,145.96569,B,03/07/2015 04:33:17,Argos,0,0,NP,,401677575.56,03/07/2015 04:33:17,1,1,0,-127,401677575.56,145.96569,-16.29927,145.96568,-16.29927,8,3,14397,50928,4069,77,16152,5,134,214,60,92,62,211,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.36099,145.6987,A,03/07/2015 20:38:56,Argos,0,237,SR,,401677557.89,03/07/2015 20:37:22,1,3,0,-125,401677557.89,145.6987,-16.36099,145.6987,-16.36099,0,2,1054,19833,56,89,1797,5,154,210,99,100,66,213,,,,,,,,,,,,,,,,,,,,,,,,,
"",146706,5171,-16.36099,145.6987,A,03/07/2015 20:38:56,Argos,0,237,SR,,401677557.89,03/07/2015 20:38:09,1,3,0,-125,401677557.89,145.6987,-16.36099,145.6987,-16.36099,0,2,1054,19833,56,89,1797,5,193,212,84,8,44,8,,,,,,,,,,,,,,,,,,,,,,,,,
