DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
222238,222238,0.500000,UT,00:00:00 14-Feb-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 03-Mar-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 11-Aug-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 26-Sep-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 01-Oct-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 02-Oct-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 08-Oct-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 12-Oct-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 14-Oct-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 23-Oct-2023,,,,0.000000,0.000000,Status,,,
222238,222238,0.500000,UT,00:00:00 25-Oct-2023,,,,0.000000,0.000000,Status,,,
