DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
222238,222238,0.500000,UT,12:00:00 14-Feb-2023,,,,0.0,27.5,Status
222238,222238,0.500000,UT,06:00:00 03-Mar-2023,,,,0.0,29.2,Status
222238,222238,0.500000,UT,09:00:00 03-Mar-2023,,,,0.0,17.4,Status
222238,222238,0.500000,UT,08:00:00 11-Aug-2023,,,,0.0,18.4,Status
222238,222238,0.500000,UT,06:00:00 26-Sep-2023,,,,0.0,23.9,Status
222238,222238,0.500000,UT,18:00:00 01-Oct-2023,,,,0.0,23.3,Status
222238,222238,0.500000,UT,13:00:00 02-Oct-2023,,,,0.0,23.3,Status
222238,222238,0.500000,UT,09:00:00 08-Oct-2023,,,,0.0,23.3,Status
222238,222238,0.500000,UT,18:00:00 08-Oct-2023,,,,0.0,23.4,Status
222238,222238,0.500000,UT,16:00:00 12-Oct-2023,,,,0.0,23.3,Status
222238,222238,0.500000,UT,18:00:00 12-Oct-2023,,,,0.0,23.4,Status
222238,222238,0.500000,UT,12:00:00 14-Oct-2023,,,,0.0,23.6,Status
222238,222238,0.500000,UT,19:00:00 23-Oct-2023,,,,0.0,24.5,Status
222238,222238,0.500000,UT,19:00:00 25-Oct-2023,,,,0.0,24.5,Status
