DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
222238,222238,UT,Strong,14-Feb-2023,12:06:00,14-Feb-2023,11:58:34
222238,222238,UT,Strong,03-Mar-2023,05:31:34,03-Mar-2023,05:31:33
222238,222238,UT,Strong,11-Aug-2023,07:45:37,11-Aug-2023,07:43:55
222238,222238,UT,Strong,26-Sep-2023,05:52:01,26-Sep-2023,05:49:39
222238,222238,UT,Strong,23-Oct-2023,18:48:09,23-Oct-2023,18:44:03
