DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
222238,222238,UT,1.00b,85,244,93,3,680,,,,,15,10:16:46 14-Feb-2023,06:33:06 27-Feb-2024,378,10:16:46 14-Feb-2023,00:00:00 28-Oct-2023,256,,,04:00:00 11-Sep-2023
