DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
227994,227994,UT,18:56:07 18-Jan-2022,,,A,47.7230,-122.1369,CRC,,Fast-GPS,110,153,137,39,120,1,85,24,63,99,45,0,0,35,237,15,16,17,18,19,20,21,22,23,24,25,26,27,28,0,0,
227994,227994,UT,18:56:10 18-Jan-2022,,,A,47.7230,-122.1369,CRC,,Fast-GPS,111,153,136,40,120,1,85,24,63,99,44,0,0,68,96,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,
227994,227994,UT,18:56:13 18-Jan-2022,,,A,47.7230,-122.1369,CRC,12:16:20 06-Jan-2022,Fast-GPS,112,153,136,40,120,1,85,24,63,99,42,0,0,142,254,,,,,,,,,,,,,,,,,
227994,227994,UT,18:15:51 19-Feb-2022,,,B,-29.1600,168.1217,CRC 8.0,18:15:51 19-Feb-2022,Status,72,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,06:11:03 20-Feb-2022,,,B,-29.0223,168.2476,CRC 20.231,02:35:49 28-Feb-2022,Status,66,144,165,228,254,114,83,70,62,10,60,64,57,67,113,3,23,196,46,113,246,12,190,,,,,,,,,
227994,227994,UT,06:21:14 20-Feb-2022,,,B,-29.0092,168.2362,CRC 15.12,06:21:14 20-Feb-2022,Status,15,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,11:35:37 20-Feb-2022,,,0,-28.8934,168.0515,CRC 2.13,11:35:37 20-Feb-2022,Status,82,103,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,18:29:03 20-Feb-2022,,,1,-28.8183,167.9560,CRC 14.11,18:29:03 20-Feb-2022,Status,30,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,07:14:51 21-Feb-2022,,,A,-28.7574,167.9699,CRC 10.15,,,234,97,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,07:40:48 21-Feb-2022,,,0,-28.7992,168.0435,CRC 2.10,07:40:48 21-Feb-2022,Status,82,66,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,18:00:13 21-Feb-2022,,,A,-28.7761,167.9582,CRC 11.15,18:00:13 21-Feb-2022,Status,43,235,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,05:16:11 22-Feb-2022,,,B,-28.7739,167.9886,,,,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,05:52:56 22-Feb-2022,,,A,-28.7524,167.9765,CRC 14.12,05:52:56 22-Feb-2022,Status,30,132,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,05:53:54 22-Feb-2022,,,A,-28.7524,167.9765,CRC 13.11,05:53:54 22-Feb-2022,Status,77,41,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,19:06:00 22-Feb-2022,,,B,-28.5925,167.8592,CRC 10.12,19:06:00 22-Feb-2022,Status,90,50,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,19:06:00 22-Feb-2022,,,B,-28.5974,167.8685,CRC 10.14,19:06:00 22-Feb-2022,Status,90,50,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,07:13:12 23-Feb-2022,,,A,-28.8221,167.6145,CRC 0.9,,,96,207,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,07:13:12 23-Feb-2022,,,0,-28.8215,167.6159,CRC 0.2,,,224,124,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,05:44:38 24-Feb-2022,,,1,-29.0462,167.5635,CRC 14.6,,,206,146,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,07:00:37 24-Feb-2022,,,B,-29.0576,167.5306,CRC 14.13,07:00:37 24-Feb-2022,Status,62,142,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227994,227994,UT,09:17:57 24-Feb-2022,,,B,-29.0802,167.6744,Short Msg Type 7?,,,116,150,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
